MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0044,2026-03,696.0,253.0,236.0,0.0,713.0
SP0045,2026-03,427.0,303.0,299.0,4.0,427.0
SP0046,2026-03,394.0,281.0,286.0,1.0,388.0
SP0047,2026-03,409.0,250.0,233.0,4.0,422.0
SP0048,2026-03,499.0,194.0,202.0,2.0,489.0
SP0049,2026-03,243.0,17.0,0.0,0.0,260.0
SP0050,2026-03,274.0,12.0,0.0,0.0,286.0
SP0051,2026-03,726.0,55.0,19.0,1.0,761.0
SP0052,2026-03,594.0,227.0,235.0,1.0,585.0
SP9501,2026-03,622.0,167.0,174.0,3.0,612.0
SP0054,2026-03,884.0,47.0,15.0,1.0,915.0
SP0055,2026-03,910.0,57.0,22.0,1.0,944.0
SP0056,2026-03,652.0,241.0,235.0,2.0,656.0
SP0057,2026-03,392.0,15.0,0.0,0.0,407.0
SP0058,2026-03,847000.0,55000.0,17000.0,0.0,885000.0
SP0059,2026-03,494.0,4.0,0.0,0.0,498.0
SP0060,2026-03,925.0,40.0,18.0,0.0,947.0
SP0061,2026-03,588.0,301.0,279.0,4.0,606.0
SP0062,2026-03,693.0,167.0,165.0,2.0,693.0
SP0063,2026-03,596.0,12.0,1.0,0.0,607.0
SP0064,2026-03,661.0,33.0,16.0,0.0,678.0
SP0065,2026-03,825000.0,167000.0,147000.0,0.0,845000.0
SP0066,2026-03,557.0,197.0,198.0,1.0,555.0
SP0067,2026-03,368.0,274.0,263.0,1.0,378.0
SP0068,2026-03,942.0,36.0,12.0,0.0,966.0
SP9507,2026-03,376.0,16.0,1.0,0.0,391.0
SP0070,2026-03,298.0,203.0,179.0,1.0,321.0
SP0071,2026-03,789.0,257.0,259.0,1.0,786.0
SP0072,2026-03,621.0,267.0,272.0,0.0,616.0
SP0073,2026-03,380.0,10.0,0.0,0.0,390.0
SP0074,2026-03,865.0,29.0,10.0,0.0,884.0
SP0075,2026-03,726.0,18.0,5.0,0.0,739.0
SP0076,2026-03,355000.0,199000.0,174000.0,2000.0,378000.0
SP0077,2026-03,335.0,220.0,205.0,2.0,348.0
SP0078,2026-03,614.0,314.0,295.0,2.0,631.0
SP0079,2026-03,498.0,224.0,229.0,1.0,492.0
SP0080,2026-03,857.0,48.0,20.0,0.0,885.0
SP0081,2026-03,892.0,20.0,6.0,0.0,906.0
SP0082,2026-03,353.0,7.0,0.0,0.0,360.0
SP0083,2026-03,0.46,0.0,0.0,0.0,0.46
SP0084,2026-03,466.0,192.0,169.0,2.0,487.0
SP0085,2026-03,0.66,0.03,0.02,0.0,0.67
SP0086,2026-03,678.0,19.0,0.0,0.0,697.0
SP0087,2026-03,811.0,33.0,14.0,0.0,830.0
SP0088,2026-03,488.0,227.0,194.0,1.0,520.0
SP0089,2026-03,457.0,280.0,259.0,1.0,477.0
SP0090,2026-03,400.0,314.0,310.0,0.0,404.0
SP0091,2026-03,284.0,4.0,0.0,0.0,288.0
SP0092,2026-03,615.0,235.0,237.0,1.0,612.0
SP0093,2026-03,603.0,312.0,275.0,0.0,640.0
SP0094,2026-03,910.0,40.0,18.0,1.0,931.0
SP0095,2026-03,407.0,148.0,127.0,2.0,426.0
SP0096,2026-03,657.0,288.0,296.0,1.0,648.0
SP0097,2026-03,655.0,225.0,203.0,1.0,676.0
SP9502,2026-03,995.0,41.0,23.0,0.0,1013.0
SP0099,2026-03,407.0,306.0,280.0,3.0,430.0
SP0100,2026-03,670.0,43.0,19.0,0.0,694.0
SP0101,2026-03,522.0,297.0,309.0,0.0,510.0
SP0102,2026-03,0.72,0.06,0.02,0.0,0.76
SP0103,2026-03,499.0,264.0,276.0,3.0,484.0
SP0104,2026-03,586.0,281.0,284.0,0.0,583.0
SP0105,2026-03,980.0,16.0,7.0,0.0,989.0
SP0106,2026-03,624.0,242.0,247.0,1.0,618.0
SP9506,2026-03,509.0,192.0,168.0,1.0,532.0
SP0108,2026-03,337.0,139.0,141.0,0.0,335.0
SP0109,2026-03,0.89,0.06,0.02,0.0,0.93
SP0110,2026-03,646.0,190.0,179.0,2.0,655.0
SP0111,2026-03,693.0,43.0,17.0,0.0,719.0
SP0112,2026-03,534.0,174.0,162.0,1.0,545.0
SP0113,2026-03,0.42,0.24,0.24,0.0,0.41
SP0114,2026-03,535.0,180.0,168.0,2.0,545.0
SP0115,2026-03,658.0,274.0,255.0,1.0,676.0
SP0116,2026-03,331.0,130.0,127.0,0.0,334.0
SP0117,2026-03,349.0,208.0,201.0,1.0,355.0
SP0118,2026-03,358.0,193.0,200.0,3.0,348.0
SP0119,2026-03,622.0,14.0,0.0,0.0,636.0
SP0120,2026-03,701.0,171.0,165.0,1.0,706.0
SP0121,2026-03,484.0,160.0,139.0,2.0,503.0
SP0122,2026-03,965.0,43.0,24.0,0.0,984.0
SP0123,2026-03,479.0,292.0,305.0,2.0,464.0
SP0124,2026-03,462000.0,295000.0,288000.0,3000.0,466000.0
SP0125,2026-03,794.0,57.0,26.0,1.0,824.0
SP0126,2026-03,570.0,10.0,0.0,0.0,580.0
SP0127,2026-03,797.0,162.0,139.0,0.0,820.0
SP0128,2026-03,322.0,4.0,0.0,0.0,326.0
SP0129,2026-03,746.0,222.0,226.0,2.0,740.0
SP0130,2026-03,692.0,234.0,237.0,1.0,688.0
SP0131,2026-03,360.0,227.0,194.0,1.0,392.0
SP0132,2026-03,233.0,3.0,0.0,0.0,236.0
SP0133,2026-03,287.0,286.0,278.0,3.0,292.0
SP0134,2026-03,317.0,138.0,139.0,2.0,314.0
SP0135,2026-03,700.0,226.0,212.0,0.0,714.0
SP0136,2026-03,494.0,293.0,263.0,1.0,523.0
SP0137,2026-03,393.0,274.0,251.0,1.0,415.0
SP0138,2026-03,478000.0,207000.0,210000.0,2000.0,473000.0
SP0139,2026-03,289.0,171.0,176.0,1.0,283.0
SP0140,2026-03,344.0,216.0,202.0,3.0,355.0
SP0141,2026-03,512.0,284.0,281.0,4.0,511.0
SP0142,2026-03,706.0,271.0,266.0,1.0,710.0
SP0143,2026-03,624.0,158.0,143.0,2.0,637.0
SP9506,2026-03,311.0,159.0,135.0,1.0,334.0
SP0145,2026-03,609.0,23.0,8.0,0.0,624.0
SP0146,2026-03,500000.0,121000.0,118000.0,1000.0,502000.0
SP0147,2026-03,751.0,19.0,6.0,0.0,764.0
SP0148,2026-03,729.0,309.0,318.0,3.0,717.0
SP0149,2026-03,668.0,151.0,130.0,0.0,689.0
SP0150,2026-03,500.0,164.0,156.0,2.0,506.0
SP0151,2026-03,242.0,149.0,134.0,1.0,256.0
SP0152,2026-03,392.0,165.0,153.0,1.0,403.0
SP0153,2026-03,417.0,221.0,210.0,2.0,426.0
SP0154,2026-03,365.0,316.0,320.0,2.0,359.0
SP0155,2026-03,0.6,0.13,0.11,0.0,0.61
SP0156,2026-03,623.0,266.0,231.0,2.0,656.0
SP0157,2026-03,521.0,247.0,244.0,1.0,523.0
SP0158,2026-03,553.0,153.0,147.0,1.0,558.0
SP0159,2026-03,461.0,169.0,152.0,0.0,478.0
SP0160,2026-03,1130.0,45.0,13.0,0.0,1162.0
SP0161,2026-03,398.0,276.0,250.0,4.0,420.0
SP0162,2026-03,689.0,62.0,36.0,1.0,714.0
SP0163,2026-03,194.0,152.0,144.0,2.0,200.0
SP0164,2026-03,384.0,194.0,193.0,1.0,384.0
SP0165,2026-03,0.85,0.05,0.03,0.0,0.87
SP0166,2026-03,316.0,4.0,0.0,0.0,320.0
SP0167,2026-03,486.0,257.0,230.0,1.0,512.0
SP0168,2026-03,538.0,179.0,159.0,1.0,557.0
SP0169,2026-03,798.0,27.0,13.0,0.0,812.0
SP0170,2026-03,766.0,44.0,22.0,0.0,788.0
SP0171,2026-03,557.0,226.0,193.0,2.0,588.0
SP0172,2026-03,625.0,291.0,300.0,1.0,615.0
SP0173,2026-03,0.8,0.31,0.31,0.0,0.79
SP0174,2026-03,674.0,233.0,234.0,1.0,672.0
SP9508,2026-03,499.0,160.0,146.0,1.0,512.0
SP0176,2026-03,574.0,241.0,209.0,2.0,604.0
SP0177,2026-03,575.0,311.0,281.0,2.0,603.0
SP0178,2026-03,887.0,48.0,27.0,1.0,907.0
SP0179,2026-03,524.0,280.0,256.0,1.0,547.0
SP0180,2026-03,684000.0,286000.0,281000.0,1000.0,688000.0
SP0181,2026-03,1032.0,27.0,8.0,0.0,1051.0
SP0182,2026-03,737.0,44.0,21.0,0.0,760.0
SP0183,2026-03,719.0,175.0,153.0,2.0,739.0
SP0184,2026-03,223.0,130.0,134.0,2.0,217.0
SP0185,2026-03,334.0,225.0,204.0,1.0,354.0
SP0186,2026-03,401.0,302.0,278.0,1.0,424.0
SP0187,2026-03,245.0,212.0,218.0,2.0,237.0
SP0188,2026-03,203.0,147.0,153.0,2.0,195.0
SP0189,2026-03,704.0,163.0,168.0,2.0,697.0
SP0190,2026-03,490.0,143.0,141.0,1.0,491.0
SP0191,2026-03,679.0,285.0,251.0,1.0,712.0
SP0192,2026-03,470.0,308.0,271.0,1.0,506.0
SP0193,2026-03,694.0,213.0,217.0,1.0,689.0
SP0194,2026-03,379.0,204.0,188.0,3.0,392.0
SP0195,2026-03,204.0,204.0,199.0,1.0,208.0
SP0196,2026-03,1026.0,61.0,25.0,1.0,1061.0
SP0197,2026-03,795.0,270.0,245.0,1.0,819.0
SP0198,2026-03,865.0,51.0,28.0,0.0,888.0
SP0199,2026-03,995.0,46.0,19.0,1.0,1021.0
SP0200,2026-03,0.47,0.26,0.23,0.0,0.5
SP0201,2026-03,325.0,242.0,235.0,1.0,331.0
SP0202,2026-03,631.0,267.0,239.0,1.0,658.0
SP0203,2026-03,0.52,0.23,0.23,0.0,0.52
SP0204,2026-03,848.0,37.0,16.0,0.0,869.0
SP0205,2026-03,461.0,313.0,321.0,0.0,453.0
SP0206,2026-03,476.0,199.0,169.0,1.0,505.0
SP0207,2026-03,644.0,201.0,176.0,1.0,668.0
SP0208,2026-03,379.0,169.0,153.0,2.0,393.0
SP0209,2026-03,0.5,0.14,0.14,0.0,0.5
SP0210,2026-03,288.0,266.0,277.0,1.0,276.0
SP9506,2026-03,593000.0,258000.0,223000.0,3000.0,625000.0
SP0212,2026-03,366.0,7.0,0.0,0.0,373.0
SP0213,2026-03,601.0,148.0,135.0,1.0,613.0
SP0214,2026-03,447.0,260.0,258.0,2.0,447.0
SP0215,2026-03,203.0,165.0,143.0,3.0,222.0
SP0216,2026-03,553.0,218.0,193.0,2.0,576.0
SP9503,2026-03,369.0,317.0,311.0,4.0,371.0
SP0218,2026-03,516.0,155.0,159.0,1.0,511.0
SP0219,2026-03,637.0,275.0,286.0,4.0,622.0
SP9505,2026-03,499.0,124.0,127.0,0.0,496.0
SP0001,2026-04,681.0,43.0,18.0,0.0,706.0
SP0002,2026-04,664.0,278.0,264.0,2.0,676.0
SP0003,2026-04,695.0,189.0,190.0,1.0,693.0
SP0004,2026-04,266.0,11.0,0.0,0.0,277.0
SP0005,2026-04,531.0,299.0,310.0,3.0,517.0
SP0006,2026-04,846.0,273.0,263.0,0.0,856.0
SP0007,2026-04,555.0,197.0,183.0,1.0,568.0
SP0008,2026-04,735.0,167.0,153.0,0.0,749.0
SP0009,2026-04,666.0,322.0,301.0,1.0,686.0
SP0010,2026-04,335000.0,184000.0,180000.0,1000.0,338000.0
SP0011,2026-04,661.0,263.0,270.0,3.0,651.0
SP0012,2026-04,467.0,149.0,133.0,2.0,481.0
SP0013,2026-04,845.0,31.0,13.0,0.0,863.0
SP0014,2026-04,761.0,205.0,196.0,1.0,769.0
SP0015,2026-04,416.0,8.0,1.0,0.0,423.0
SP0016,2026-04,514.0,228.0,212.0,0.0,530.0
SP0017,2026-04,693.0,198.0,194.0,1.0,696.0
SP0018,2026-04,700.0,29.0,10.0,0.0,719.0
SP0019,2026-04,779.0,311.0,286.0,2.0,802.0
SP0020,2026-04,608.0,4.0,0.0,0.0,612.0
SP0021,2026-04,682.0,326.0,289.0,2.0,717.0
SP0022,2026-04,629.0,2.0,0.0,0.0,631.0
SP0023,2026-04,326.0,298.0,293.0,4.0,327.0
SP0024,2026-04,765.0,54.0,30.0,0.0,789.0
SP0025,2026-04,399.0,348.0,329.0,3.0,415.0
,2026-04,226.0,16.0,0.0,0.0,242.0
SP0027,2026-04,685.0,320.0,294.0,2.0,709.0
SP0028,2026-04,443.0,169.0,170.0,1.0,441.0
SP0029,2026-04,479.0,10.0,0.0,0.0,489.0
SP0030,2026-04,420.0,295.0,307.0,0.0,408.0
SP0031,2026-04,703.0,254.0,264.0,1.0,692.0
SP0032,2026-04,991.0,68.0,26.0,1.0,1032.0
SP0033,2026-04,585.0,304.0,314.0,2.0,573.0
SP0034,2026-04,758.0,265.0,248.0,2.0,773.0
SP0035,2026-04,423.0,327.0,340.0,1.0,409.0
SP0036,2026-04,464.0,18.0,2.0,0.0,480.0
SP0037,2026-04,578.0,219.0,200.0,3.0,594.0
SP0038,2026-04,607.0,279.0,243.0,1.0,642.0
SP0039,2026-04,393.0,17.0,0.0,0.0,410.0
SP0040,2026-04,1004000.0,56000.0,17000.0,1000.0,1042000.0
SP0041,2026-04,378000.0,165000.0,157000.0,0.0,386000.0
SP0042,2026-04,488.0,226.0,196.0,2.0,516.0
SP0043,2026-04,732.0,262.0,233.0,0.0,761.0
SP0044,2026-04,713.0,273.0,280.0,1.0,705.0
SP0045,2026-04,427.0,171.0,148.0,2.0,448.0
SP0046,2026-04,388.0,332.0,326.0,2.0,392.0
SP0047,2026-04,422.0,159.0,138.0,3.0,440.0
SP0048,2026-04,489.0,183.0,185.0,1.0,486.0
SP0049,2026-04,260.0,12.0,1.0,0.0,271.0
SP0050,2026-04,286.0,6.0,0.0,0.0,292.0
SP0051,2026-04,761.0,50.0,19.0,1.0,791.0
SP0052,2026-04,585.0,234.0,227.0,1.0,591.0
SP0053,2026-04,612.0,167.0,157.0,2.0,620.0
SP0054,2026-04,915.0,37.0,17.0,1.0,934.0
SP0055,2026-04,944.0,56.0,25.0,0.0,975.0
SP0056,2026-04,656.0,191.0,169.0,1.0,677.0
SP0057,2026-04,407.0,4.0,0.0,0.0,411.0
SP0058,2026-04,885.0,18.0,6.0,0.0,897.0
SP0059,2026-04,498.0,6.0,0.0,0.0,504.0
SP0060,2026-04,947.0,31.0,16.0,0.0,962.0
SP0061,2026-04,606.0,333.0,285.0,4.0,650.0
SP0062,2026-04,693.0,195.0,172.0,3.0,713.0
SP0063,2026-04,607.0,6.0,0.0,0.0,613.0
SP0064,2026-04,678.0,30.0,9.0,0.0,699.0
SP0065,2026-04,845.0,278.0,271.0,1.0,851.0
SP0066,2026-04,555.0,352.0,327.0,1.0,579.0
SP0067,2026-04,378.0,319.0,309.0,2.0,386.0
SP0068,2026-04,0.97,0.02,0.01,0.0,0.98
SP0069,2026-04,391.0,12.0,1.0,0.0,402.0
SP0070,2026-04,321.0,270.0,248.0,1.0,342.0
SP0071,2026-04,786.0,220.0,207.0,0.0,799.0
SP0072,2026-04,0.62,0.21,0.21,0.0,0.62
SP0073,2026-04,390.0,6.0,0.0,0.0,396.0
SP0074,2026-04,884.0,50.0,16.0,0.0,918.0
SP0075,2026-04,739.0,51.0,27.0,1.0,762.0
SP0076,2026-04,378.0,184.0,179.0,3.0,380.0
SP0077,2026-04,348.0,296.0,280.0,4.0,360.0
SP0078,2026-04,631.0,153.0,140.0,1.0,643.0
SP0079,2026-04,492.0,222.0,210.0,2.0,502.0
SP0080,2026-04,885.0,30.0,17.0,0.0,898.0
SP0081,2026-04,906.0,22.0,11.0,0.0,917.0
SP0082,2026-04,0.36,0.01,0.0,0.0,0.37
SP0083,2026-04,460.0,4.0,0.0,0.0,464.0
SP0084,2026-04,487000.0,135000.0,136000.0,1000.0,485000.0
SP0085,2026-04,669.0,24.0,8.0,0.0,685.0
SP0086,2026-04,697.0,7.0,1.0,0.0,703.0
SP0087,2026-04,830.0,30.0,9.0,0.0,851.0
SP0088,2026-04,520000.0,320000.0,307000.0,2000.0,531000.0
SP0089,2026-04,477.0,262.0,268.0,1.0,470.0
SP0090,2026-04,404.0,142.0,142.0,0.0,404.0
SP0091,2026-04,288.0,12.0,1.0,0.0,299.0
SP0092,2026-04,612.0,286.0,275.0,3.0,620.0
SP0093,2026-04,640.0,270.0,245.0,1.0,664.0
SP0094,2026-04,931.0,30.0,14.0,0.0,947.0
,2026-04,426.0,357.0,313.0,4.0,466.0
SP0096,2026-04,0.65,0.24,0.22,0.0,0.67
SP0097,2026-04,676.0,153.0,159.0,2.0,668.0
SP0098,2026-04,1013.0,52.0,26.0,0.0,1039.0
SP0099,2026-04,430.0,227.0,234.0,3.0,420.0
SP0100,2026-04,694.0,65.0,25.0,1.0,733.0
SP9505,2026-04,510.0,290.0,301.0,1.0,498.0
SP0102,2026-04,760.0,44.0,14.0,0.0,790.0
SP0103,2026-04,484.0,217.0,212.0,2.0,487.0
SP0104,2026-04,583.0,247.0,250.0,1.0,579.0
SP0105,2026-04,989.0,62.0,24.0,1.0,1026.0
SP0106,2026-04,618.0,317.0,310.0,4.0,621.0
SP0107,2026-04,532.0,321.0,280.0,1.0,572.0
SP0108,2026-04,335.0,289.0,294.0,4.0,326.0
SP0109,2026-04,928.0,61.0,23.0,0.0,966.0
SP0110,2026-04,655.0,283.0,267.0,2.0,669.0
SP0111,2026-04,719.0,70.0,38.0,0.0,751.0
SP0112,2026-04,545.0,170.0,146.0,1.0,568.0
SP0113,2026-04,413.0,250.0,235.0,4.0,424.0
SP0114,2026-04,0.55,0.34,0.32,0.0,0.56
SP0115,2026-04,676.0,220.0,222.0,1.0,673.0
,2026-04,334.0,351.0,339.0,0.0,346.0
SP9503,2026-04,355.0,246.0,210.0,1.0,390.0
SP0118,2026-04,348.0,346.0,328.0,5.0,361.0
SP0119,2026-04,636.0,11.0,0.0,0.0,647.0
SP0120,2026-04,0.71,0.33,0.32,0.0,0.71
SP0121,2026-04,503.0,209.0,182.0,2.0,528.0
SP0122,2026-04,984.0,61.0,29.0,0.0,1016.0
SP0123,2026-04,464.0,219.0,188.0,3.0,492.0
SP0124,2026-04,466.0,323.0,321.0,2.0,466.0
SP0125,2026-04,824.0,49.0,16.0,1.0,856.0
SP0126,2026-04,580.0,6.0,0.0,0.0,586.0
SP0127,2026-04,0.82,0.14,0.13,0.0,0.84
SP0128,2026-04,326.0,19.0,1.0,0.0,344.0
SP0129,2026-04,740.0,259.0,238.0,3.0,758.0
SP0130,2026-04,688.0,153.0,158.0,2.0,681.0
SP0131,2026-04,392.0,297.0,308.0,1.0,380.0
SP0132,2026-04,236.0,19.0,0.0,0.0,255.0
,2026-04,292.0,191.0,167.0,1.0,315.0
SP9503,2026-04,314.0,350.0,333.0,2.0,329.0
SP0135,2026-04,714.0,309.0,279.0,1.0,743.0
SP0136,2026-04,523.0,278.0,264.0,1.0,536.0
SP0137,2026-04,415.0,202.0,191.0,0.0,426.0
SP0138,2026-04,473.0,180.0,178.0,1.0,474.0
SP0139,2026-04,283.0,199.0,170.0,2.0,310.0
SP0140,2026-04,355.0,220.0,221.0,2.0,352.0
,2026-04,511.0,358.0,374.0,5.0,490.0
SP0142,2026-04,710.0,172.0,169.0,1.0,712.0
SP0143,2026-04,637.0,284.0,281.0,2.0,638.0
SP0144,2026-04,334000.0,281000.0,263000.0,3000.0,349000.0
SP0145,2026-04,624.0,64.0,28.0,1.0,659.0
SP0146,2026-04,502.0,156.0,156.0,3.0,499.0
SP0147,2026-04,764.0,33.0,19.0,0.0,778.0
SP0148,2026-04,717.0,342.0,338.0,3.0,718.0
SP0149,2026-04,689.0,202.0,186.0,1.0,704.0
SP0150,2026-04,506.0,349.0,357.0,5.0,493.0
SP0151,2026-04,256.0,266.0,262.0,3.0,257.0
SP0152,2026-04,403.0,213.0,201.0,4.0,411.0
SP0153,2026-04,426.0,185.0,167.0,1.0,443.0
SP0154,2026-04,359.0,276.0,234.0,1.0,400.0
SP0155,2026-04,613.0,278.0,240.0,2.0,649.0
SP0156,2026-04,656.0,359.0,364.0,5.0,646.0
SP0157,2026-04,523.0,176.0,153.0,2.0,544.0
SP0158,2026-04,558.0,353.0,320.0,2.0,589.0
SP0159,2026-04,478.0,319.0,320.0,1.0,476.0
SP0160,2026-04,1162.0,25.0,11.0,0.0,1176.0
SP0161,2026-04,420.0,262.0,241.0,4.0,437.0
SP0162,2026-04,714.0,26.0,8.0,0.0,732.0
SP0163,2026-04,200.0,294.0,287.0,1.0,206.0
SP0164,2026-04,384.0,315.0,271.0,0.0,428.0
SP0165,2026-04,870.0,25.0,9.0,0.0,886.0
SP0166,2026-04,320.0,15.0,1.0,0.0,334.0
SP0167,2026-04,512000.0,307000.0,304000.0,2000.0,513000.0
SP0168,2026-04,557.0,146.0,131.0,1.0,571.0
SP0169,2026-04,812.0,20.0,6.0,0.0,826.0
SP0170,2026-04,788.0,47.0,14.0,1.0,820.0
SP0171,2026-04,588.0,191.0,176.0,1.0,602.0
SP0172,2026-04,615.0,288.0,252.0,1.0,650.0
SP0173,2026-04,794000.0,342000.0,311000.0,2000.0,823000.0
SP0174,2026-04,672.0,190.0,163.0,0.0,699.0
SP0175,2026-04,512.0,277.0,276.0,1.0,512.0
SP0176,2026-04,604.0,335.0,311.0,3.0,625.0
SP9509,2026-04,603.0,169.0,146.0,1.0,625.0
SP0178,2026-04,907.0,34.0,16.0,0.0,925.0
SP0179,2026-04,547.0,280.0,290.0,4.0,533.0
SP0180,2026-04,688.0,145.0,145.0,1.0,687.0
SP0181,2026-04,1051000.0,34000.0,18000.0,0.0,1067000.0
SP0182,2026-04,760.0,61.0,28.0,0.0,793.0
SP0183,2026-04,739.0,172.0,148.0,2.0,761.0
SP9508,2026-04,217.0,346.0,301.0,3.0,259.0
SP0185,2026-04,354.0,345.0,330.0,3.0,366.0
SP0186,2026-04,0.42,0.17,0.16,0.0,0.43
SP0187,2026-04,237.0,240.0,228.0,2.0,247.0
SP0188,2026-04,195.0,177.0,178.0,2.0,192.0
SP0189,2026-04,697.0,161.0,160.0,1.0,697.0
SP0190,2026-04,491.0,141.0,145.0,1.0,486.0
SP0191,2026-04,712.0,139.0,138.0,0.0,713.0
SP0192,2026-04,506.0,185.0,186.0,0.0,505.0
SP0193,2026-04,689.0,308.0,322.0,3.0,672.0
SP0194,2026-04,392.0,268.0,268.0,1.0,391.0
SP0195,2026-04,208.0,193.0,193.0,4.0,204.0
SP0196,2026-04,1061.0,35.0,19.0,0.0,1077.0
SP0197,2026-04,819.0,135.0,133.0,0.0,821.0
SP9505,2026-04,888.0,42.0,17.0,0.0,913.0
SP0199,2026-04,1021.0,30.0,9.0,0.0,1042.0
SP0200,2026-04,498.0,139.0,128.0,1.0,508.0
SP0201,2026-04,331.0,250.0,250.0,1.0,330.0
SP0202,2026-04,658.0,309.0,306.0,1.0,660.0
SP0203,2026-04,518000.0,266000.0,229000.0,1000.0,554000.0
SP0204,2026-04,869.0,24.0,12.0,0.0,881.0
SP0205,2026-04,453.0,340.0,344.0,1.0,448.0
SP0206,2026-04,505.0,170.0,171.0,1.0,503.0
SP0207,2026-04,668.0,195.0,185.0,0.0,678.0
SP0208,2026-04,393.0,327.0,309.0,5.0,406.0
SP0209,2026-04,502.0,285.0,284.0,3.0,500.0
SP0210,2026-04,276.0,329.0,281.0,1.0,323.0
SP0211,2026-04,625.0,276.0,274.0,1.0,626.0
SP0212,2026-04,373.0,1.0,0.0,0.0,374.0
SP0213,2026-04,613.0,183.0,174.0,1.0,621.0
SP0214,2026-04,447.0,192.0,164.0,1.0,474.0
SP0215,2026-04,222.0,335.0,313.0,2.0,242.0
SP0216,2026-04,576.0,255.0,263.0,2.0,566.0
SP0217,2026-04,371.0,142.0,125.0,2.0,386.0
SP0218,2026-04,511.0,273.0,254.0,4.0,526.0
SP0219,2026-04,622.0,252.0,256.0,3.0,615.0
SP0220,2026-04,496.0,351.0,339.0,1.0,507.0
SP0001,2026-05,706.0,74.0,33.0,1.0,746.0
SP0002,2026-05,676.0,242.0,210.0,2.0,706.0
SP0003,2026-05,693.0,144.0,132.0,1.0,704.0
SP0004,2026-05,277.0,8.0,1.0,0.0,284.0
SP0005,2026-05,517.0,323.0,321.0,2.0,517.0
SP0006,2026-05,856.0,215.0,200.0,1.0,870.0
SP0007,2026-05,568.0,227.0,225.0,3.0,567.0
SP0008,2026-05,749000.0,211000.0,189000.0,1000.0,770000.0
SP0009,2026-05,686.0,375.0,347.0,1.0,713.0
,2026-05,338.0,365.0,379.0,1.0,323.0
SP0011,2026-05,651.0,336.0,297.0,2.0,688.0
SP0012,2026-05,481.0,195.0,197.0,2.0,477.0
SP0013,2026-05,863.0,64.0,24.0,1.0,902.0
SP0014,2026-05,769.0,369.0,327.0,1.0,810.0
SP0015,2026-05,423.0,0.0,0.0,0.0,423.0
SP0016,2026-05,530.0,338.0,312.0,1.0,555.0
SP0017,2026-05,696.0,373.0,331.0,3.0,735.0
SP0018,2026-05,719.0,57.0,25.0,0.0,751.0
SP0019,2026-05,802.0,198.0,179.0,2.0,819.0
SP0020,2026-05,612.0,8.0,0.0,0.0,620.0
SP0021,2026-05,717.0,271.0,234.0,2.0,752.0
SP0022,2026-05,631.0,10.0,1.0,0.0,640.0
SP0023,2026-05,327.0,275.0,274.0,2.0,326.0
SP0024,2026-05,789.0,54.0,23.0,0.0,820.0
SP0025,2026-05,415.0,166.0,157.0,1.0,423.0
SP0026,2026-05,242.0,18.0,1.0,0.0,259.0
SP0027,2026-05,709.0,331.0,344.0,5.0,691.0
SP0028,2026-05,441.0,348.0,358.0,2.0,429.0
SP0029,2026-05,0.49,0.02,0.0,0.0,0.5
SP0030,2026-05,0.41,0.17,0.15,0.0,0.43
SP0031,2026-05,692.0,305.0,315.0,1.0,681.0
SP0032,2026-05,1032.0,37.0,17.0,1.0,1051.0
SP0033,2026-05,573.0,197.0,196.0,3.0,571.0
SP0034,2026-05,773.0,353.0,349.0,2.0,775.0
SP0035,2026-05,409.0,305.0,292.0,0.0,422.0
SP0036,2026-05,480.0,10.0,0.0,0.0,490.0
SP0037,2026-05,594.0,147.0,147.0,2.0,592.0
SP0038,2026-05,642.0,371.0,383.0,0.0,630.0
SP0039,2026-05,410.0,10.0,0.0,0.0,420.0
SP0040,2026-05,1042.0,58.0,26.0,1.0,1073.0
SP0041,2026-05,386.0,198.0,169.0,1.0,414.0
SP0042,2026-05,516.0,178.0,173.0,3.0,518.0
SP0043,2026-05,761.0,241.0,218.0,1.0,783.0
SP0044,2026-05,705.0,251.0,249.0,1.0,706.0
,2026-05,0.45,0.22,0.2,0.0,0.46
SP0046,2026-05,392.0,308.0,294.0,2.0,404.0
SP0047,2026-05,440.0,243.0,230.0,2.0,451.0
SP0048,2026-05,486.0,223.0,230.0,1.0,478.0
SP0049,2026-05,271.0,2.0,0.0,0.0,273.0
SP0050,2026-05,292.0,8.0,1.0,0.0,299.0
SP0051,2026-05,791.0,64.0,35.0,1.0,819.0
SP0052,2026-05,591.0,330.0,302.0,2.0,617.0
SP0053,2026-05,620.0,158.0,153.0,2.0,623.0
SP0054,2026-05,934.0,60.0,29.0,1.0,964.0
SP0055,2026-05,0.98,0.03,0.01,0.0,1.0
SP0056,2026-05,677.0,269.0,262.0,2.0,682.0
SP0057,2026-05,411000.0,7000.0,0.0,0.0,418000.0
SP0058,2026-05,897000.0,75000.0,28000.0,0.0,944000.0
SP0059,2026-05,504.0,10.0,1.0,0.0,513.0
SP0060,2026-05,962.0,30.0,13.0,0.0,979.0
SP0061,2026-05,650.0,200.0,192.0,1.0,657.0
SP0062,2026-05,713.0,353.0,319.0,4.0,743.0
SP0063,2026-05,613000.0,6000.0,0.0,0.0,619000.0
SP0064,2026-05,699.0,62.0,22.0,1.0,738.0
