MaDonMuaHang,MaNhaCungCap,MaSanPham,NgayDatHang,SoLuong,DonGiaMua
PO003111,NCC007,SP0066,15/02/2025,77,347200.0
PO003435,NCC002,SP0114,22/01/2025,413,59000.0
PO002845,NCC023,,31/08/2025,612,141900.0
PO001905,NCC011,SP0214,11/05/2026,652,39000.0
PO000932,NCC011,SP0198,08/07/2025,717,17700.0
PO000631,NCC013,SP0096,20/12/2025,713,42800.0
PO001028,NCC906,SP0144,11/08/2025,682,106800.0
PO000381,NCC044,SP0115,05/10/2024,639,20200.0
PO002427,NCC031,SP0186,16/11/2025,546,656100.0
PO003498,NCC005,SP0013,2025-07-12,920,67500.0
PO001555,NCC029,SP0177,04/11/2026,325,161200.0
PO003306,NCC024,SP0126,07/12/2024,307,55200.0
PO001837,NCC031,SP0042,19/12/2025,570,97500.0
PO001254,NCC024,SP0008,07/02/2025,816,906400.0
PO000993,NCC031,SP0148,01/08/2025,930,40400.0
PO001999,NCC043,SP0172,27/10/2025,866,521800.0
PO003497,NCC039,SP0095,16/03/2025,248,64700.0
PO001820,NCC021,SP0128,14/03/2025,905,143800.0
PO002539,NCC015,SP0080,20/03/2026,21,104900.0
PO002405,NCC019,SP0163,26/09/2025,307,120800.0
PO001545,NCC002,SP0170,18/01/2025,98,141500.0
PO002299,NCC008,SP0115,13/01/2026,979,23200.0
PO002718,NCC009,SP0117,27/06/2026,627,30500.0
PO000734,NCC035,SP0148,19/07/2026,348,38200.0
PO001521,NCC024,SP0030,30/03/2026,33,603800.0
PO002482,NCC012,SP0048,29/04/2025,457,42400.0
PO002436,NCC900,SP0121,23/02/2025,566,122900.0
PO002915,NCC038,SP0114,02/09/2025,769,64000.0
PO002095,NCC007,SP0164,04/08/2024,171,471500.0
PO000661,NCC904,SP0218,12/11/2024,571,108500.0
PO000885,NCC022,SP0027,22/03/2025,599,49800.0
PO003003,NCC044,SP0217,22/05/2025,660,140500.0
PO002479,NCC020,SP0218,11/09/2025,670,110800.0
PO000905,NCC034,SP0219,10/08/2025,753,38000.0
PO000924,NCC018,SP0027,28/10/2025,792,54700.0
PO001509,NCC010,SP0047,26/01/2026,306,92900.0
PO003109,NCC041,SP0107,04/08/2025,579,169100.0
PO001812,NCC002,SP0051,02/12/2024,219,150200.0
PO001602,NCC034,SP0139,24/09/2025,746,135800.0
PO002060,NCC014,SP0050,12/25/2024,871,431900.0
PO002965,NCC009,SP0131,29/10/2025,391,27600.0
PO001111,NCC018,SP0028,22/06/2025,117,102000.0
PO002099,NCC037,SP0204,15/12/2025,508,781100.0
PO002973,NCC017,SP0168,08/09/2025,845,20900.0
PO001268,NCC018,SP0152,26/02/2025,271,121200.0
PO000770,NCC017,SP0109,19/03/2026,566,551700.0
PO002864,NCC043,SP0056,10/17/2024,94,47400.0
PO003482,NCC029,SP0172,2026-04-20,626,402000.0
PO002753,NCC017,SP0022,05/06/2026,481,750400.0
PO001491,NCC003,,07/02/2026,544,305100.0
PO003309,NCC023,SP0060,01/05/2025,500,20300.0
PO002214,NCC019,SP0217,21/07/2025,549,179200.0
PO003328,NCC003,SP0220,03/09/2025,353,42600.0
PO001125,NCC034,SP0078,04/08/2025,36,102400.0
PO002266,NCC015,SP0144,24/05/2026,927,128700.0
PO000614,NCC021,SP0018,14/10/2024,881,569300.0
PO000498,NCC033,SP0216,19/02/2025,233,55600.0
PO001888,NCC017,SP0031,13/04/2026,118,39000.0
PO000914,NCC033,SP0117,03/01/2025,175,33200.0
PO002680,NCC020,SP0195,28/08/2025,573,126400.0
PO002650,NCC040,SP0190,01/07/2025,809,29200.0
PO001487,NCC019,SP0192,24/08/2024,254,391700.0
PO003275,NCC042,SP0009,30/05/2025,550,328900.0
PO001627,NCC002,SP0212,15/07/2026,430,171500.0
PO003124,NCC005,SP0098,16/04/2025,480,77200.0
PO001797,NCC034,,26/03/2025,779,79100.0
PO001128,NCC001,SP0077,17/02/2026,121,76600.0
PO001529,NCC043,SP0038,11/04/2025,663,648900.0
PO000315,NCC013,SP0026,08/04/2025,692,67600.0
PO002779,NCC037,SP0127,19/08/2024,428,29400.0
PO000199,NCC036,SP0017,25/12/2025,180,38300.0
PO002052,NCC044,SP0048,18/05/2025,42,43500.0
PO002808,NCC004,SP0217,15/08/2025,382,161800.0
PO002963,NCC035,SP0109,21/12/2024,958,629800.0
PO001939,NCC034,SP0200,27/02/2025,545,318300.0
PO000659,NCC011,SP0211,27/08/2024,341,144100.0
PO002535,NCC033,SP0021,15/05/2025,551,35000.0
PO002512,NCC021,SP0207,09/03/2026,602,19000.0
PO001917,NCC038,SP0081,15/11/2025,881,31000.0
PO001155,NCC028,SP0201,03/02/2025,400,533900.0
PO9900034,NCC014,SP0203,08/03/2026,921,599700.0
PO002658,NCC045,SP0081,14/05/2025,956,29600.0
PO002265,NCC024,SP0178,07/10/2024,305,152200.0
PO001478,NCC003,SP0036,21/10/2024,577,145100.0
PO001974,NCC045,SP0054,02/09/2024,24,95800.0
PO001766,NCC028,,03/05/2025,748,513900.0
PO000638,NCC005,SP0033,02/06/2025,945,54200.0
PO003126,NCC032,SP0177,29/06/2025,565,153400.0
PO000111,NCC003,SP0008,27/11/2025,431,910800.0
PO000280,NCC906,SP0070,30/10/2024,637,93600.0
PO003273,NCC035,SP0091,12/11/2024,35,50400.0
PO001788,NCC031,SP0180,10/04/2025,296,705500.0
PO002500,NCC026,SP0091,2025-12-29,781,45300.0
PO001231,NCC018,SP0206,07/12/2025,496,37500.0
PO000546,NCC040,SP0131,10/04/2025,673,28600.0
PO001225,NCC043,SP0163,04/04/2026,579,97900.0
PO003369,NCC043,SP0122,30/05/2026,452,70100.0
PO003014,NCC016,SP0145,28/01/2026,953,94100.0
PO003144,NCC027,SP0088,05/01/2026,832,55800.0
PO001250,NCC004,SP0217,15/04/2025,141,170300.0
PO001824,NCC038,,06/08/2025,208,147200.0
PO000943,NCC027,SP0060,18/08/2025,457,20600.0
PO000565,NCC011,SP0175,01/10/2024,897,20200.0
PO000849,NCC009,SP0019,11/11/2024,809,117400.0
PO001542,NCC033,SP0061,28/09/2025,940,131600.0
PO000612,NCC005,SP0146,14/04/2025,351,72300.0
PO000374,NCC022,SP0170,25/12/2024,28,125900.0
PO001519,NCC009,SP0051,26/11/2025,371,161100.0
PO002754,NCC041,SP0060,09/12/2025,130,20300.0
PO001649,NCC031,SP0169,05/07/2025,135,573000.0
PO000600,NCC014,SP0072,14/05/2026,610,441500.0
PO002259,NCC902,SP0104,28/01/2026,193,667400.0
PO000799,NCC019,SP0207,28/12/2025,792,21300.0
PO000795,NCC036,SP0187,08/03/2025,23,117500.0
PO000030,NCC031,SP0200,25/08/2024,992,292300.0
PO001559,NCC009,SP0124,01/03/2025,566,48400.0
PO000662,NCC014,SP0013,27/02/2026,573,62000.0
PO002129,NCC019,SP0175,02/10/2024,471,20300.0
PO001446,NCC007,SP0061,08/10/2025,552,117000.0
PO002366,NCC045,SP0173,03/05/2025,346,90400.0
PO001227,NCC027,SP0117,28/02/2026,278,34000.0
PO000815,NCC036,SP0182,16/02/2025,947,79400.0
PO000197,NCC027,SP0007,28/08/2025,548,161700.0
PO000221,NCC022,SP0144,09/01/2026,765,131900.0
PO001497,NCC041,SP0090,30/09/2025,991,494500.0
PO003032,NCC003,SP0137,10/12/2024,413,719700.0
PO000019,NCC020,SP0118,08/06/2026,56,116000.0
PO003474,NCC042,SP0071,03/09/2024,136,498900.0
PO003409,NCC007,SP0134,02/03/2026,604,93700.0
PO000892,NCC002,SP0069,06/10/2024,750,40100.0
PO003453,NCC015,SP0190,25/11/2025,343,29400.0
PO001585,NCC018,SP0090,19/04/2026,596,541200.0
PO000510,NCC041,SP0091,08/09/2025,917,48800.0
PO9900051,NCC039,SP0190,13/07/2025,196,29600.0
PO002234,NCC044,SP0066,05/02/2026,814,325000.0
PO000489,NCC014,SP0156,30/04/2025,436,63800.0
PO002507,NCC043,SP0158,28/01/2026,487,88300.0
PO001539,NCC037,SP0126,01/12/2024,261,58800.0
PO000005,NCC039,SP0046,26/11/2025,973,24800.0
PO000680,NCC023,SP0129,24/04/2026,857,129200.0
PO003038,NCC029,SP0210,08/05/2026,131,20700.0
PO000856,NCC037,SP0192,29/04/2025,574,367400.0
PO000219,NCC039,SP0203,27/02/2026,330,673100.0
PO002350,NCC028,SP0008,20/12/2025,258,800500.0
PO003268,NCC031,SP0175,18/03/2026,703,21200.0
PO002433,NCC021,SP0012,15/07/2025,486,87600.0
PO002425,NCC018,SP0049,23/01/2025,140,105800.0
PO001884,NCC022,SP0212,09/08/2025,70,153700.0
PO002620,NCC034,SP0129,30/09/2024,88,117000.0
PO001285,NCC904,SP0037,13/12/2024,217,105800.0
PO002284,NCC004,SP0014,03/03/2025,183,381200.0
PO001419,NCC028,SP0209,28/06/2026,939,88300.0
PO001896,NCC039,SP0024,03/10/2024,770,62000.0
PO001364,NCC025,SP0009,05/05/2025,216,324000.0
PO000754,NCC008,SP0135,29/01/2026,573,724600.0
PO002097,NCC021,SP0202,06/10/2024,866,256200.0
PO000202,NCC034,SP0127,05/09/2025,791,30700.0
PO000765,NCC007,SP0127,01/06/2025,968,28700.0
PO001378,NCC041,SP0159,06/06/2025,84,358400.0
PO000015,NCC016,,21/05/2026,353,511700.0
PO001847,NCC032,SP0144,10/07/2026,747,107500.0
PO002386,NCC033,SP0033,24/08/2025,441,52300.0
PO000797,NCC045,SP0161,15/08/2024,50,77800.0
PO001483,NCC005,SP0212,31/01/2026,201,172400.0
PO003130,NCC045,SP0072,03/02/2025,820,394700.0
PO001526,NCC007,SP0014,2026-02-25,495,458000.0
PO002472,NCC005,SP0121,04/05/2026,85,122900.0
PO002702,NCC011,SP0043,09/11/2025,943,160500.0
PO000193,NCC035,SP0091,26/07/2025,756,48800.0
PO000673,NCC036,SP0216,22/09/2024,265,52400.0
PO000820,NCC027,SP0054,15/11/2024,646,97900.0
PO001244,NCC044,SP0051,01/02/2026,778,176800.0
PO002082,NCC017,SP0124,04/07/2026,784,56400.0
PO002070,NCC045,SP0066,16/06/2025,768,316700.0
PO001390,NCC018,SP0193,06/03/2026,67,89700.0
PO9900013,NCC038,SP0183,06/06/2026,764,96200.0
PO002349,NCC009,SP0213,25/02/2025,746,25700.0
PO000976,NCC025,SP0030,22/01/2025,786,584400.0
PO002614,NCC021,SP0214,14/10/2025,120,41600.0
PO001134,NCC042,,19/10/2024,746,27400.0
PO001428,NCC027,SP0018,20/05/2026,132,700000.0
PO000313,NCC032,SP0218,06/01/2026,131,87200.0
PO000730,NCC001,SP0054,30/01/2026,741,74400.0
PO000772,NCC041,SP0142,11/02/2025,724,320500.0
PO001388,NCC011,SP0180,04/05/2025,883,836500.0
PO003235,NCC015,SP0176,27/07/2026,414,72600.0
PO002536,NCC008,SP0060,26/12/2025,879,21900.0
PO003471,NCC035,SP0059,05/01/2025,463,438000.0
PO001626,NCC045,SP0040,21/08/2024,126,103100.0
PO003084,NCC022,SP0064,19/06/2025,960,108100.0
PO002191,NCC021,SP0049,20/07/2026,620,129900.0
PO001785,NCC043,SP0015,29/01/2025,91,69900.0
PO001792,NCC009,SP0027,06/02/2025,648,55900.0
PO003358,NCC041,SP0188,28/08/2025,84,82800.0
PO003045,NCC007,SP0109,25/06/2025,309,493700.0
PO001695,NCC005,SP0145,21/11/2024,581,83000.0
PO001839,NCC012,SP0076,21/04/2025,832,54000.0
PO002291,NCC010,SP0069,12/07/2026,228,34100.0
PO001645,NCC019,SP0125,15/12/2024,437,125300.0
PO000125,NCC043,SP0098,23/04/2025,86,71300.0
PO003097,NCC041,SP0181,11/09/2024,590,482100.0
PO002764,NCC018,SP0078,09/11/2025,663,102500.0
PO000978,NCC027,SP0168,19/04/2026,969,19300.0
PO001653,NCC035,SP0064,18/09/2025,94,102600.0
PO002262,NCC038,SP0180,10/02/2025,610,703800.0
PO000854,NCC041,SP0075,31/05/2025,132,96600.0
PO000168,NCC034,SP0193,13/09/2025,815,79200.0
PO000859,NCC039,SP0001,19/02/2026,806,30300.0
PO001144,NCC016,SP0138,17/06/2025,87,25400.0
PO001130,NCC025,SP0156,07/01/2026,867,87100.0
PO001460,NCC012,SP0113,15/03/2026,561,108000.0
PO002544,NCC001,SP0158,23/04/2025,139,102300.0
PO001166,NCC029,SP0071,11/07/2026,785,505900.0
PO000761,NCC015,,03/10/2025,604,59700.0
PO000821,NCC023,SP0127,07/12/2024,718,28100.0
PO002327,NCC028,SP0118,12/06/2026,420,140900.0
PO001835,NCC027,SP0074,04/03/2026,715,806200.0
PO000208,NCC019,SP0007,03/09/2024,226,116000.0
PO003026,NCC037,SP0030,16/05/2026,873,559100.0
PO002626,NCC030,SP0085,12/01/2026,166,56300.0
PO001798,NCC019,SP0089,13/01/2026,86,115600.0
PO001657,NCC025,SP0088,24/05/2026,316,73400.0
PO003041,NCC022,SP0197,01/01/2025,411,562700.0
PO002365,NCC012,SP0188,23/12/2025,180,111300.0
PO003119,NCC034,SP0122,27/12/2025,57,91900.0
PO000027,NCC035,SP0157,02/06/2026,580,150800.0
PO001818,NCC031,SP0188,07/08/2024,173,108800.0
PO002571,NCC021,SP0165,11/04/2026,418,22000.0
PO000230,NCC007,SP0161,04/09/2024,200,61100.0
PO000570,NCC017,SP0042,28/01/2025,126,100200.0
PO002107,NCC014,,02/10/2025,568,487400.0
PO001242,NCC045,SP0064,05/02/2025,608,126200.0
PO002953,NCC008,SP0189,26/03/2026,807,95900.0
PO001696,NCC021,SP0040,14/04/2025,768,114100.0
PO001447,NCC020,SP0190,09/02/2026,569,30400.0
PO003343,NCC020,SP0067,03/11/2024,437,12300.0
PO002389,NCC015,SP0210,27/07/2026,125,19200.0
PO003046,NCC025,SP0031,05/01/2025,896,37900.0
PO002133,NCC040,SP0190,08/02/2025,758,31800.0
PO003164,NCC002,SP0080,13/07/2025,827,114600.0
PO9900018,NCC014,,26/08/2025,903,83500.0
PO002395,NCC008,SP0148,03/03/2026,827,37100.0
PO001579,NCC043,SP0198,08/10/2024,738,18400.0
PO000639,NCC022,SP0011,17/05/2025,228,27500.0
PO000705,NCC012,SP0189,25/11/2024,572,84500.0
PO000109,NCC907,SP0069,07/12/2025,848,44300.0
PO000785,NCC017,SP0039,04/11/2025,919,15100.0
PO001370,NCC012,SP0076,15/04/2026,237,70000.0
PO000906,NCC043,SP0202,07/10/2024,952,288700.0
PO001263,NCC019,SP0121,2024-10-04,562,112700.0
PO002227,NCC022,SP0111,26/12/2024,165,40200.0
PO002290,NCC001,SP0077,07/10/2024,556,96900.0
PO000619,NCC023,SP0191,29/01/2026,925,36100.0
PO002529,NCC040,,24/02/2026,48,161800.0
PO002777,NCC031,SP0195,13/11/2025,172,151700.0
PO001393,NCC038,SP0162,04/01/2025,726,102900.0
PO003214,NCC030,SP0050,27/06/2025,321,413700.0
PO001507,NCC005,SP0151,01/06/2026,282,126700.0
PO000050,NCC011,SP0157,20/05/2026,831,172600.0
PO002666,NCC015,SP0037,22/04/2025,724,114400.0
PO002958,NCC040,SP0172,11/06/2026,545,414800.0
PO003229,NCC016,SP0032,01/10/2025,589,141300.0
PO000693,NCC042,SP0034,06/02/2025,988,144100.0
PO002330,NCC007,SP0027,24/08/2025,21,51600.0
PO003068,NCC006,SP0152,19/08/2024,895,115500.0
PO002148,NCC037,SP0023,07/30/2026,901,109600.0
PO002883,NCC037,SP0120,13/08/2025,579,93900.0
PO003241,NCC025,SP0206,05/04/2026,773,38900.0
PO000232,NCC009,SP0209,17/02/2025,127,85300.0
PO002660,NCC002,SP0087,04/08/2024,105,133200.0
PO000389,NCC014,SP0198,30/01/2025,93,19200.0
PO002935,NCC035,SP0186,16/01/2025,177,683300.0
PO000445,NCC004,SP0085,25/04/2026,357,60400.0
PO002585,NCC009,SP0023,2024-11-18,386,105100.0
PO002745,NCC036,SP0164,29/05/2026,929,486900.0
PO003345,NCC021,SP0144,26/10/2024,74,129400.0
PO003054,NCC003,SP0118,12/04/2026,556,121600.0
PO000870,NCC022,SP0048,07/05/2025,301,43800.0
PO002876,NCC029,SP0107,24/05/2025,484,199400.0
PO002841,NCC900,SP0072,10/02/2026,918,422900.0
PO000851,NCC006,SP0106,04/01/2026,632,112800.0
PO002212,NCC009,SP0133,08/06/2026,491,138200.0
PO002083,NCC019,SP0009,03/09/2025,424,261900.0
PO000058,NCC015,SP0081,24/11/2025,432,33300.0
PO000372,NCC025,SP0187,21/10/2024,408,129800.0
PO001729,NCC042,SP0152,26/06/2026,291,130700.0
PO001794,NCC014,SP0100,2026-01-26,495,168500.0
PO000780,NCC006,SP0119,28/07/2025,40,160300.0
PO002409,NCC036,SP0106,30/08/2025,208,115700.0
PO002722,NCC011,SP0215,06/06/2026,653,61900.0
PO000624,NCC043,SP0198,23/07/2025,24,18300.0
PO001941,NCC038,SP0096,26/11/2025,771,41600.0
PO000163,NCC021,SP0166,08/09/2025,944,241500.0
PO002627,NCC029,SP0179,21/05/2025,64,139800.0
PO000175,NCC021,SP0160,25/11/2024,599,48300.0
PO001596,NCC011,SP0154,15/06/2026,741,24300.0
PO003356,NCC027,SP0209,20/09/2024,558,67800.0
PO000959,NCC034,SP0158,18/05/2025,674,91500.0
PO003010,NCC002,SP0060,15/03/2025,165,20000.0
PO000968,NCC044,SP0061,03/05/2026,645,121900.0
PO003230,NCC013,SP0171,02/08/2024,648,19700.0
PO001694,NCC001,SP0113,14/12/2024,405,129500.0
PO000534,NCC004,SP0131,09/10/2024,866,28400.0
PO001101,NCC029,SP0216,05/05/2025,925,40000.0
PO001401,NCC022,SP0169,30/10/2024,662,589200.0
PO002258,NCC009,SP0007,01/09/2025,164,123500.0
PO003487,NCC035,SP0024,23/08/2024,246,54100.0
PO001677,NCC014,SP0100,18/06/2026,536,152600.0
PO003316,NCC006,SP0191,31/08/2024,223,37900.0
PO003314,NCC023,SP0083,26/08/2024,921,45300.0
PO003153,NCC044,SP0214,20/08/2025,178,38300.0
PO001971,NCC014,SP0203,08/03/2026,921,599700.0
PO001163,NCC013,SP0118,07/07/2026,51,138300.0
PO002762,NCC033,SP0184,04/06/2025,379,126200.0
PO002210,NCC044,SP0192,01/12/2025,148,318300.0
PO002824,NCC905,SP0123,26/07/2026,572,164700.0
PO000120,NCC042,SP0189,10/09/2025,41,97000.0
PO002562,NCC012,SP0158,19/07/2025,158,104400.0
PO003027,NCC012,SP0059,25/08/2024,760,478600.0
PO001759,NCC016,SP0207,14/10/2025,201,21000.0
PO001301,NCC008,SP0200,05/12/2025,934,268900.0
PO001218,NCC026,SP0194,01/12/2026,289,94300.0
PO001786,NCC044,SP0011,20/06/2026,74,29100.0
PO002033,NCC017,SP0175,30/07/2026,382,20400.0
PO002036,NCC023,SP0204,16/12/2025,47,753600.0
PO000843,NCC023,SP0139,29/07/2026,41,115200.0
PO002568,NCC001,SP0046,21/12/2024,454,27800.0
PO000107,NCC030,SP0065,21/12/2025,251,608700.0
PO001688,NCC011,SP0092,25/09/2025,202,30700.0
PO001719,NCC005,SP0168,03/18/2025,771,19400.0
PO003252,NCC038,SP0208,10/10/2025,92,71400.0
PO000524,NCC043,SP0144,03/12/2024,630,116100.0
PO000539,NCC004,SP0138,30/07/2026,728,25600.0
PO003246,NCC016,SP0022,15/06/2026,895,905700.0
PO002439,NCC009,SP0015,28/01/2026,539,67600.0
PO003469,NCC032,SP0005,02/02/2025,681,131600.0
PO002665,NCC042,SP0152,11/11/2025,222,138600.0
PO002569,NCC008,SP0136,10/02/2026,294,500400.0
PO000970,NCC023,SP0140,26/06/2025,36,146000.0
PO000281,NCC012,SP0044,25/11/2025,482,822900.0
PO001860,NCC028,SP0168,23/07/2025,103,20100.0
PO002048,NCC011,SP0154,18/09/2024,766,25900.0
PO003043,NCC033,SP0140,11/01/2025,49,176200.0
PO003483,NCC015,SP0020,2026-01-15,828,57700.0
PO002304,NCC034,SP0179,01/06/2025,915,163800.0
PO002518,NCC039,SP0152,05/05/2026,308,140400.0
PO001376,NCC026,SP0213,15/01/2025,420,26500.0
PO003175,NCC009,SP0197,23/05/2026,633,461500.0
PO001373,NCC038,SP0098,11/06/2026,902,64500.0
PO002390,NCC037,SP0163,02/06/2026,44,116400.0
PO001753,NCC004,SP0120,24/06/2025,58,100800.0
PO001313,NCC039,SP0199,16/02/2026,100,79500.0
PO002647,NCC019,SP0077,19/05/2026,178,78600.0
PO003473,NCC034,SP0205,15/06/2025,399,266000.0
PO000811,NCC039,SP0001,09/10/2025,332,29400.0
PO001060,NCC009,SP0041,30/05/2026,358,774800.0
PO000758,NCC028,,08/05/2025,237,44900.0
PO002458,NCC004,SP0091,01/10/2024,403,43700.0
PO000796,NCC026,SP0057,16/08/2024,815,163500.0
PO001189,NCC020,SP0120,30/12/2024,394,105000.0
PO003162,NCC007,SP0045,28/07/2025,654,128400.0
PO000566,NCC908,SP0219,14/03/2025,544,36500.0
PO000311,NCC002,SP0172,23/10/2024,361,505500.0
PO002311,NCC002,SP0039,02/12/2024,62,14300.0
PO001806,NCC040,SP0191,17/07/2026,497,38000.0
PO002144,NCC002,SP0155,14/12/2025,142,142500.0
PO002321,NCC044,SP0080,15/12/2025,351,112400.0
PO001995,NCC031,SP0028,13/11/2024,607,93600.0
PO002776,NCC016,SP0214,18/12/2025,913,38000.0
PO003017,NCC043,SP0069,31/01/2026,615,37100.0
PO9900028,NCC024,SP0121,13/09/2025,505,110400.0
PO000829,NCC034,SP0149,05/06/2026,506,864600.0
PO001009,NCC036,SP0163,12/06/2026,78,103900.0
PO000575,NCC039,SP0190,23/12/2025,173,32100.0
PO001105,NCC029,SP0007,04/08/2025,588,124800.0
PO000082,NCC038,SP0059,21/04/2025,63,418200.0
PO002743,NCC011,SP0089,24/10/2025,717,103200.0
PO000254,NCC021,SP0002,10/11/2025,524,27900.0
PO000001,NCC039,SP0199,15/09/2024,461,73900.0
PO000611,NCC027,SP0137,01/01/2025,870,571400.0
PO000318,NCC009,SP0108,03/04/2025,155,85100.0
PO000807,NCC041,SP0182,20/11/2024,966,87800.0
PO002939,NCC034,SP0100,05/03/2026,353,154700.0
PO000590,NCC042,SP0124,12/09/2025,982,50800.0
PO002236,NCC037,SP0217,04/02/2025,605,161700.0
PO001618,NCC035,SP0195,20/10/2024,106,157400.0
PO003205,NCC011,SP0102,23/06/2025,873,459600.0
PO002092,NCC020,SP0218,27/06/2026,876,116200.0
PO001139,NCC040,SP0022,23/05/2026,896,752300.0
PO001503,NCC018,SP0170,26/12/2025,332,164000.0
PO001185,NCC035,SP0142,22/10/2024,332,308600.0
PO000294,NCC025,SP0119,13/09/2024,738,155300.0
PO001449,NCC005,SP0173,27/07/2026,686,94800.0
PO001055,NCC041,SP0105,22/07/2025,861,135200.0
PO003323,NCC034,SP0063,07/03/2025,757,51800.0
PO000488,NCC042,SP0219,03/12/2024,941,46200.0
PO002373,NCC026,SP0191,20/11/2024,166,36200.0
PO002267,NCC031,SP0089,21/01/2026,948,117600.0
PO000794,NCC033,SP0039,05/07/2025,207,14400.0
PO003178,NCC044,SP0102,22/03/2026,427,522900.0
PO000309,NCC043,SP0179,19/12/2025,631,143500.0
PO002380,NCC032,SP0051,10/31/2024,203,142300.0
PO000491,NCC042,SP0122,13/03/2025,301,85300.0
PO003120,NCC040,SP0145,10/10/2025,83,107700.0
PO002697,NCC037,SP0068,17/07/2026,718,37900.0
PO000634,NCC023,SP0110,15/09/2024,727,42500.0
PO001476,NCC030,,12/11/2024,168,58200.0
PO001549,NCC009,SP0128,15/05/2026,270,134400.0
PO003220,NCC007,SP0096,13/08/2025,181,41000.0
PO002948,NCC013,SP0187,18/09/2025,298,149000.0
PO002792,NCC006,SP0195,21/07/2026,768,132900.0
PO000213,NCC002,SP0110,13/01/2025,789,36100.0
PO000439,NCC030,SP0054,05/04/2026,209,76800.0
PO003236,NCC028,SP0196,05/01/2026,905,67500.0
PO000234,NCC037,,06/04/2025,806,737400.0
PO000415,NCC018,SP0181,05/04/2025,714,495900.0
PO000952,NCC040,SP0047,21/06/2025,792,90300.0
PO000268,NCC015,SP0212,20/11/2025,726,168300.0
PO002246,NCC041,SP0106,05/05/2026,441,110700.0
PO002990,NCC032,SP0134,02/02/2026,84,106700.0
PO001846,NCC002,SP0051,17/06/2025,176,174600.0
PO001670,NCC024,SP0171,24/05/2025,935,21300.0
PO003380,NCC011,SP0073,07/06/2025,554,65800.0
PO002661,NCC007,SP0012,13/03/2026,971,110200.0
PO002980,NCC010,SP0044,11/08/2025,177,853400.0
PO001133,NCC044,SP0066,18/08/2024,931,388200.0
PO001689,NCC018,SP0150,03/07/2026,168,126600.0
PO003377,NCC039,SP0025,01/02/2026,456,23000.0
PO001969,NCC010,SP0162,05/08/2024,670,115900.0
PO000375,NCC026,,12/09/2025,76,97400.0
PO000150,NCC033,SP0048,2025-07-05,337,44400.0
PO000034,NCC016,SP0060,12/10/2025,209,21300.0
PO002916,NCC033,SP0108,18/10/2025,599,101900.0
PO002205,NCC022,SP0172,22/05/2025,241,445000.0
PO000177,NCC032,SP0051,30/07/2026,834,194400.0
PO001827,NCC011,SP0208,26/07/2025,896,60500.0
PO001832,NCC011,SP0212,23/06/2025,351,122000.0
PO9900043,NCC037,SP0097,12/02/2025,514,47200.0
PO000878,NCC004,SP0009,26/05/2026,820,288300.0
PO000980,NCC028,SP0196,23/01/2026,126,80900.0
PO001566,NCC009,SP0040,18/02/2025,967,154600.0
PO000032,NCC031,SP0068,23/07/2025,486,37900.0
PO003364,NCC028,SP0220,22/06/2026,541,41000.0
PO002176,NCC007,SP0057,07/02/2026,101,151100.0
PO002483,NCC036,SP0196,01/02/2025,705,90400.0
PO000114,NCC042,SP0136,16/03/2025,173,545700.0
PO000812,NCC032,SP0010,03/09/2024,236,562500.0
PO003168,NCC018,SP0003,16/07/2026,333,43900.0
PO001131,NCC014,SP0162,01/02/2025,634,118700.0
PO9900052,NCC020,SP0159,22/09/2024,250,463700.0
PO002387,NCC026,SP0017,28/02/2026,364,38700.0
PO002392,NCC009,SP0117,14/06/2025,31,29900.0
PO002682,NCC035,SP0022,02/04/2026,983,826700.0
PO003476,NCC043,SP0019,05/06/2026,811,123500.0
PO002938,NCC042,SP0095,14/04/2026,302,62800.0
PO000986,NCC040,SP0145,06/02/2026,198,102300.0
PO003011,NCC040,SP0142,02/01/2025,493,336700.0
PO000554,NCC027,SP0185,03/06/2025,875,19400.0
PO001982,NCC040,SP0160,13/06/2025,156,43500.0
PO003052,NCC001,SP0189,15/02/2026,913,95200.0
PO001822,NCC035,SP0028,15/05/2026,46,107600.0
PO000667,NCC029,SP0047,06/11/2024,321,89500.0
PO003294,NCC020,SP0159,29/11/2025,785,386400.0
PO001746,NCC015,SP0036,17/08/2024,94,132200.0
PO000650,NCC010,SP0031,22/07/2026,749,36700.0
PO003166,NCC035,SP0014,28/12/2025,975,486100.0
PO002355,NCC042,SP0154,08/03/2025,591,26200.0
PO002150,NCC008,,05/02/2025,153,114000.0
PO9900042,NCC011,SP0119,01/02/2025,327,132300.0
PO000376,NCC029,SP0156,30/01/2026,877,59300.0
PO001403,NCC001,SP0163,27/05/2026,332,111000.0
PO001778,NCC024,SP0107,21/10/2024,336,178600.0
PO000354,NCC037,SP0097,12/02/2025,514,47200.0
PO003157,NCC015,SP0124,07/11/2025,174,52500.0
PO000452,NCC044,SP0111,2025-12-12,900,39900.0
PO002900,NCC002,SP0214,13/03/2026,980,39800.0
PO002000,NCC001,SP0028,29/12/2024,559,103800.0
PO003179,NCC038,SP0018,09/12/2025,179,591800.0
PO002688,NCC009,SP0161,24/12/2024,656,67500.0
PO001158,NCC038,SP0094,22/04/2026,479,97500.0
PO001515,NCC028,SP0171,27/04/2025,257,21200.0
PO001200,NCC030,SP0056,06/10/2024,536,40600.0
PO000360,NCC030,SP0159,16/09/2024,943,463000.0
