MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH011178,KH0391,2026-02-18 17:42:00,TMĐT - Lazada,NV23,Trả hàng
DH011752,KH0218,2026-02-18 18:24:00,Đại lý,NV06,Đã giao
DH009598,KH0193,2026-02-18 21:57:00,Showroom,NV22,Đã giao
DH007405,KH0391,2026-02-18 22:58:00,Bán lẻ trực tiếp,NV03,Đã giao
DH011952,KH0400,2026-02-18 23:11:00,TMĐT - Lazada,NV10,Đã giao
DH003623,KH0262,2026-02-19 01:20:00,Bán lẻ trực tiếp,NV01,Đã giao
DH005673,KH0305,2026-02-19 04:14:00,Bán lẻ trực tiếp,NV07,Đã giao
DH003016,KH0262,2026-02-19 10:29:00,Bán lẻ trực tiếp,NV08,Mới
DH004530,KH0140,2026-02-19 20:24:00,TMĐT - Shopee,NV04,Đã giao
DH004079,KH0192,2026-02-19 23:33:00,Bán lẻ trực tiếp,NV08,Đã giao
DH000212,KH0310,2026-02-20 00:53:00,Bán lẻ trực tiếp,NV26,Đã giao
DH005792,KH0315,2026-02-20 01:20:00,TMĐT - Shopee,NV26,Đã giao
DH000123,KH0246,2026-02-20 01:44:00,TMĐT - Shopee,NV21,Đã giao
DH010129,KH0367,2026-02-20 03:27:00,Showroom,NV15,Đã hủy
DH009354,KH0002,2026-02-20 03:29:00,TMĐT - Lazada,NV22,Đã giao
DH011195,KH0379,2026-02-20 09:15:00,Showroom,NV07,Đã giao
DH010695,KH0121,2026-02-20 09:48:00,TMĐT - Tiki,NV06,Đã giao
DH004589,KH0204,2026-02-20 10:37:00,TMĐT - Tiki,NV15,Đã giao
DH001135,KH0166,2026-02-20 14:20:00,Bán lẻ trực tiếp,NV15,Đã giao
DH007318,KH0227,2026-02-20 17:14:00,TMĐT - Tiki,NV21,Đã giao
DH004622,KH0086,2026-02-20 18:26:00,TMĐT - Tiki,NV09,Đã giao
DH011282,KH0063,2026-02-20 19:21:00,Showroom,NV24,Đã giao
DH000391,KH0406,2026-02-20 23:19:00,Bán lẻ trực tiếp,NV22,Đang xử lý
DH001742,KH0070,2026-02-20 23:27:00,Showroom,NV10,Mới
DH001197,KH0021,2026-02-20 23:31:00,Showroom,NV20,Đã giao
DH003812,KH0234,2026-02-21 00:39:00,Showroom,NV25,Trả hàng
DH006949,KH0446,2026-02-21 02:37:00,Bán lẻ trực tiếp,NV22,Đã giao
DH011743,KH0107,2026-02-21 09:36:00,Showroom,NV29,Đã giao
DH004260,KH0428,2026-02-21 14:54:00,Bán lẻ trực tiếp,NV09,Đang xử lý
DH003605,KH0272,2026-02-21 16:28:00,Showroom,NV12,Đã giao
DH002132,KH0420,2026-02-21 16:38:00,TMĐT - Tiki,NV15,Đã giao
DH001399,KH0071,2026-02-21 17:05:00,Đại lý,NV09,Đã giao
DH006054,KH0212,2026-02-21 19:04:00,TMĐT - Tiki,NV21,Đã giao
DH010493,KH0391,2026-02-21 22:46:00,Showroom,NV12,Đã giao
DH011437,KH0365,2026-02-21 22:48:00,Bán lẻ trực tiếp,NV23,Đã giao
DH003368,KH0384,2026-02-22 03:22:00,Đại lý,NV06,Đã giao
DH001609,KH0288,2026-02-22 04:24:00,Đại lý,NV11,Đã giao
DH002909,KH0359,2026-02-22 04:29:00,Đại lý,NV22,Đã giao
DH002015,KH0157,2026-02-22 04:33:00,TMĐT - Lazada,NV16,Đã giao
DH001992,KH0409,2026-02-22 04:59:00,TMĐT - Lazada,NV07,Đã giao
DH009741,KH0384,2026-02-22 05:01:00,Bán lẻ trực tiếp,NV29,Đã giao
DH009252,KH0404,2026-02-22 05:44:00,TMĐT - Shopee,NV02,Đang xử lý
DH003612,KH0352,2026-02-22 09:13:00,TMĐT - Tiki,NV11,Đã giao
DH004355,KH0438,2026-02-22 09:21:00,Showroom,NV16,Đã giao
DH011838,KH0442,2026-02-22 10:32:00,TMĐT - Shopee,NV23,Đã giao
DH011781,KH0409,2026-02-22 13:56:00,TMĐT - Shopee,NV09,Đã giao
DH002880,KH0262,2026-02-22 15:16:00,TMĐT - Tiki,NV21,Đã giao
DH009340,KH0365,2026-02-22 18:21:00,Đại lý,NV25,Đã giao
DH007366,KH0051,2026-02-22 19:06:00,Showroom,NV24,Đã giao
DH006010,KH0249,2026-02-22 19:58:00,Đại lý,NV03,Đã giao
DH000038,KH0391,2026-02-22 21:23:00,Đại lý,NV28,Đã giao
DH011853,KH0303,2026-02-23 04:23:00,Đại lý,NV21,Trả hàng
DH005596,KH0244,2026-02-23 04:36:00,TMĐT - Shopee,NV06,Đã giao
DH002160,KH0012,2026-02-23 04:42:00,Showroom,NV25,Đã giao
DH010307,KH0442,2026-02-23 05:24:00,Showroom,NV10,Đã giao
DH008945,KH0447,2026-02-23 05:48:00,TMĐT - Shopee,NV04,Trả hàng
DH004302,KH0413,2026-02-23 10:34:00,Showroom,NV20,Đã giao
DH007961,KH0314,2026-02-23 13:10:00,TMĐT - Lazada,NV14,Đã giao
DH006823,KH0157,2026-02-23 15:35:00,Đại lý,NV15,Đã giao
DH008412,KH0232,2026-02-23 20:43:00,Đại lý,NV22,Đã hủy
DH007302,KH0293,2026-02-23 22:09:00,Showroom,NV02,Đang xử lý
DH001335,KH0137,2026-02-24 00:29:00,Đại lý,NV06,Đã giao
DH011776,KH0002,2026-02-24 01:28:00,TMĐT - Shopee,NV19,Đã giao
DH009444,KH0242,2026-02-24 02:50:00,TMĐT - Lazada,NV03,Đang xử lý
DH008271,KH0229,2026-02-24 03:07:00,Showroom,NV01,Đã giao
DH004073,KH0013,2026-02-24 06:24:00,Showroom,NV25,Đã giao
DH009632,KH0391,2026-02-24 07:40:00,TMĐT - Shopee,NV21,Đã giao
DH002724,KH0155,2026-02-24 08:52:00,Đại lý,NV26,Đã hủy
DH007268,KH0262,2026-02-24 14:44:00,Showroom,NV20,Đã giao
DH010268,KH0094,2026-02-24 16:09:00,TMĐT - Shopee,NV27,Đã giao
DH010297,KH0070,2026-02-24 18:22:00,TMĐT - Shopee,NV13,Đã giao
DH003165,KH0227,2026-02-24 19:27:00,TMĐT - Tiki,NV11,Đã giao
DH009347,KH0002,2026-02-24 19:56:00,Showroom,NV09,Đã giao
DH010565,KH0088,2026-02-24 20:08:00,TMĐT - Tiki,NV30,Mới
DH004212,KH0231,2026-02-24 23:37:00,Showroom,NV26,Đã giao
DH008636,KH0069,2026-02-25 03:47:00,Đại lý,NV27,Đã giao
DH007186,KH0204,2026-02-25 07:58:00,Bán lẻ trực tiếp,NV16,Đang xử lý
DH008938,KH0242,2026-02-25 10:16:00,TMĐT - Shopee,NV05,Đã giao
DH011271,KH0049,2026-02-25 13:16:00,Bán lẻ trực tiếp,NV07,Đã giao
DH003952,KH0367,2026-02-25 13:43:00,Showroom,NV25,Đã giao
DH002073,KH0093,2026-02-25 14:55:00,TMĐT - Tiki,NV08,Đã giao
DH006581,KH0397,2026-02-25 17:04:00,Đại lý,NV12,Đã giao
DH011671,KH0306,2026-02-25 17:40:00,Đại lý,NV07,Đã giao
DH009295,KH0242,2026-02-25 18:39:00,Showroom,NV03,Đã hủy
DH001534,KH0021,2026-02-25 19:39:00,TMĐT - Lazada,NV26,Đã giao
DH001020,KH0367,2026-02-26 01:17:00,Showroom,NV26,Đã giao
DH010344,KH0127,2026-02-26 03:25:00,Đại lý,NV18,Đã giao
DH002224,KH0306,2026-02-26 08:06:00,Showroom,NV06,Đã giao
DH003197,KH0200,2026-02-26 08:16:00,Showroom,NV24,Đã giao
DH009432,KH0277,2026-02-26 08:57:00,Bán lẻ trực tiếp,NV23,Đã giao
DH005248,KH0306,2026-02-26 15:43:00,Đại lý,NV01,Đang xử lý
DH005296,KH0413,2026-02-26 16:37:00,TMĐT - Lazada,NV16,Đang xử lý
DH004331,KH0193,2026-02-26 17:37:00,Bán lẻ trực tiếp,NV21,Đã giao
DH006623,KH0052,2026-02-26 21:40:00,Bán lẻ trực tiếp,NV08,Trả hàng
DH008625,KH0442,2026-02-27 00:06:00,TMĐT - Lazada,NV07,Đã hủy
DH000057,KH0070,2026-02-27 00:35:00,Bán lẻ trực tiếp,NV12,Đã giao
DH002589,KH0192,2026-02-27 00:35:00,TMĐT - Shopee,NV26,Đã giao
DH004673,KH0049,2026-02-27 06:45:00,Showroom,NV30,Đang xử lý
DH000238,KH0160,2026-02-27 09:13:00,Bán lẻ trực tiếp,NV27,Đã giao
DH004460,KH0397,2026-02-27 10:11:00,TMĐT - Tiki,NV06,Đang xử lý
DH005382,KH0442,2026-02-27 16:04:00,TMĐT - Lazada,NV03,Trả hàng
DH003286,KH0404,2026-02-27 16:05:00,Showroom,NV19,Đã giao
DH008312,KH0304,2026-02-27 16:58:00,TMĐT - Lazada,NV23,Đang xử lý
DH005493,KH0122,2026-02-27 17:29:00,TMĐT - Shopee,NV30,Đã hủy
DH010438,KH0249,2026-02-27 18:06:00,Bán lẻ trực tiếp,NV30,Đã giao
DH007894,KH0409,2026-02-27 20:05:00,TMĐT - Tiki,NV25,Đã giao
DH000147,KH0265,2026-02-28 04:11:00,Đại lý,NV11,Đã giao
DH010084,KH0305,2026-02-28 04:14:00,TMĐT - Tiki,NV05,Đã giao
DH006288,KH0314,2026-02-28 05:08:00,Bán lẻ trực tiếp,NV09,Đã giao
DH009813,KH0367,2026-02-28 09:38:00,TMĐT - Shopee,NV16,Đã giao
DH007414,KH0052,2026-02-28 14:11:00,TMĐT - Tiki,NV03,Đã giao
DH002816,KH0266,2026-02-28 16:06:00,TMĐT - Shopee,NV29,Đã giao
DH001362,KH0262,2026-02-28 16:07:00,Bán lẻ trực tiếp,NV13,Đã giao
DH011745,KH0070,2026-02-28 17:55:00,Showroom,NV22,Đã giao
DH011735,KH0448,2026-02-28 21:54:00,TMĐT - Shopee,NV30,Đã giao
DH004395,KH0353,2026-02-28 21:58:00,Đại lý,NV11,Đã giao
DH003348,KH0413,2026-02-28 23:47:00,TMĐT - Tiki,NV07,Đã giao
DH002646,KH0306,2026-03-01 00:09:00,TMĐT - Lazada,NV26,Đang xử lý
DH003416,KH0034,2026-03-01 00:47:00,Đại lý,NV14,Đã giao
DH007729,KH0399,2026-03-01 01:35:00,Showroom,NV30,Mới
DH009474,KH0193,2026-03-01 02:30:00,TMĐT - Lazada,NV19,Đã giao
DH009615,KH0053,2026-03-01 04:23:00,TMĐT - Tiki,NV28,Đã giao
DH002978,KH0213,2026-03-01 04:38:00,TMĐT - Tiki,NV11,Đang xử lý
DH002695,KH0442,2026-03-01 05:42:00,TMĐT - Tiki,NV12,Đã hủy
DH010199,KH0249,2026-03-01 05:47:00,Bán lẻ trực tiếp,NV28,Đã giao
DH008389,KH0113,2026-03-01 08:48:00,Đại lý,NV19,Đã giao
DH007463,KH0446,2026-03-01 11:20:00,Đại lý,NV13,Đã giao
DH010251,KH0337,2026-03-01 12:02:00,TMĐT - Shopee,NV11,Đã giao
DH008833,KH0262,2026-03-01 14:13:00,Đại lý,NV10,Đã giao
DH010505,KH0442,2026-03-01 15:01:00,TMĐT - Shopee,NV16,Đã giao
DH002211,KH0155,2026-03-01 19:29:00,Bán lẻ trực tiếp,NV14,Đang xử lý
DH010986,KH0274,2026-03-02 02:25:00,Đại lý,NV26,Đã hủy
DH001716,KH0262,2026-03-02 11:33:00,TMĐT - Shopee,NV03,Đã giao
DH007161,KH0095,2026-03-02 14:18:00,TMĐT - Lazada,NV18,Đã giao
DH002928,KH0258,2026-03-02 15:59:00,Bán lẻ trực tiếp,NV08,Đã giao
DH006978,KH0095,2026-03-02 16:39:00,TMĐT - Lazada,NV07,Đã giao
DH009630,KH0396,2026-03-02 18:07:00,TMĐT - Shopee,NV10,Đã giao
DH003004,KH0053,2026-03-02 20:41:00,Showroom,NV01,Đã giao
DH005707,KH0359,2026-03-02 23:11:00,TMĐT - Tiki,NV03,Đã giao
DH010419,KH0227,2026-03-03 00:03:00,Showroom,NV09,Đã hủy
DH007811,KH0002,2026-03-03 02:03:00,TMĐT - Lazada,NV16,Mới
DH001986,KH0202,2026-03-03 03:27:00,TMĐT - Shopee,NV06,Đã giao
DH000409,KH0112,2026-03-03 04:38:00,TMĐT - Tiki,NV13,Đã giao
DH010174,KH0141,2026-03-03 10:09:00,Bán lẻ trực tiếp,NV26,Đã giao
DH008878,KH0012,2026-03-03 10:38:00,TMĐT - Shopee,NV15,Đã giao
DH007563,KH0384,2026-03-03 11:05:00,TMĐT - Lazada,NV15,Đã giao
DH004431,KH0227,2026-03-03 15:01:00,Bán lẻ trực tiếp,NV15,Đã giao
DH007438,KH0243,2026-03-03 17:17:00,TMĐT - Shopee,NV16,Trả hàng
DH007591,KH0044,2026-03-03 19:49:00,TMĐT - Shopee,NV18,Đã giao
DH003138,KH0165,2026-03-04 01:22:00,Showroom,NV06,Đã giao
DH004487,KH0085,2026-03-04 03:25:00,TMĐT - Lazada,NV22,Đã giao
DH007609,KH0193,2026-03-04 04:02:00,TMĐT - Shopee,NV13,Đang xử lý
DH005401,KH0442,2026-03-04 04:06:00,TMĐT - Shopee,NV16,Đang xử lý
DH000127,KH0438,2026-03-04 05:49:00,Đại lý,NV29,Đã giao
DH008512,KH0199,2026-03-04 07:36:00,TMĐT - Shopee,NV30,Đã giao
DH008835,KH0184,2026-03-04 11:24:00,Đại lý,NV19,Đã hủy
DH002559,KH0052,2026-03-04 12:49:00,Đại lý,NV01,Đã giao
DH005297,KH0420,2026-03-04 14:48:00,TMĐT - Shopee,NV13,Đã giao
DH006641,KH0446,2026-03-04 14:56:00,TMĐT - Lazada,NV01,Đã giao
DH009061,KH0068,2026-03-04 18:11:00,Showroom,NV19,Đang xử lý
DH003082,KH0420,2026-03-04 18:30:00,Showroom,NV07,Đang xử lý
DH002996,KH0220,2026-03-04 18:31:00,TMĐT - Lazada,NV07,Đã giao
DH011411,KH0262,2026-03-04 18:48:00,Bán lẻ trực tiếp,NV16,Đã giao
DH006455,KH0199,2026-03-04 19:46:00,Bán lẻ trực tiếp,NV19,Đã giao
DH010158,KH0432,2026-03-04 19:47:00,TMĐT - Lazada,NV08,Đã giao
DH006450,KH0262,2026-03-04 19:49:00,TMĐT - Shopee,NV15,Đã giao
DH000538,KH0227,2026-03-04 20:39:00,TMĐT - Lazada,NV29,Đã giao
DH002138,KH0070,2026-03-04 21:35:00,Đại lý,NV15,Đã giao
DH005937,KH0060,2026-03-04 23:08:00,TMĐT - Shopee,NV15,Đã giao
DH000086,KH0384,2026-03-05 05:01:00,Đại lý,NV02,Đã giao
DH003853,KH0412,2026-03-05 08:48:00,TMĐT - Tiki,NV20,Đã giao
DH003973,KH0400,2026-03-05 09:21:00,TMĐT - Lazada,NV01,Đã giao
DH001439,KH0140,2026-03-05 09:36:00,TMĐT - Shopee,NV16,Đã giao
DH011734,KH0135,2026-03-05 10:03:00,TMĐT - Tiki,NV22,Đã giao
DH011221,KH0314,2026-03-05 10:35:00,TMĐT - Shopee,NV22,Đã giao
DH008677,KH0363,2026-03-05 14:15:00,Đại lý,NV26,Đang xử lý
DH008876,KH0052,2026-03-05 15:12:00,Bán lẻ trực tiếp,NV03,Đã giao
DH002792,KH0070,2026-03-05 18:29:00,TMĐT - Shopee,NV27,Đang xử lý
DH011342,KH0155,2026-03-05 18:32:00,TMĐT - Shopee,NV01,Đã giao
DH002952,KH0113,2026-03-05 19:58:00,Đại lý,NV07,Đã giao
DH001388,KH0199,2026-03-05 23:20:00,Showroom,NV26,Đã giao
DH005975,KH0135,2026-03-06 00:45:00,Showroom,NV29,Đã giao
DH009792,KH0249,2026-03-06 00:53:00,Showroom,NV28,Đã giao
DH009124,KH0135,2026-03-06 04:10:00,Showroom,NV30,Đã giao
DH000563,KH0105,2026-03-06 05:42:00,Showroom,NV09,Đang xử lý
DH010468,KH0413,2026-03-06 07:41:00,TMĐT - Tiki,NV13,Đã giao
DH001926,KH0368,2026-03-06 11:11:00,Showroom,NV17,Đã giao
DH009087,KH0121,2026-03-06 11:19:00,Showroom,NV18,Trả hàng
DH001068,KH0092,2026-03-06 13:50:00,TMĐT - Lazada,NV02,Đã giao
DH011187,KH0249,2026-03-06 13:53:00,TMĐT - Shopee,NV21,Trả hàng
DH008089,KH0105,2026-03-06 13:56:00,TMĐT - Lazada,NV04,Đã giao
DH006392,KH0248,2026-03-06 14:38:00,TMĐT - Tiki,NV26,Trả hàng
DH007939,KH0295,2026-03-06 16:44:00,Đại lý,NV21,Đã giao
DH008957,KH0267,2026-03-06 17:41:00,TMĐT - Lazada,NV24,Mới
DH010056,KH0193,2026-03-06 21:57:00,TMĐT - Tiki,NV11,Đã giao
DH000136,KH0353,2026-03-06 22:46:00,Đại lý,NV17,Đã giao
DH002707,KH0365,2026-03-07 00:20:00,Showroom,NV24,Đang xử lý
DH000671,KH0128,2026-03-07 02:01:00,TMĐT - Tiki,NV01,Đã giao
DH001486,KH0119,2026-03-07 02:52:00,Bán lẻ trực tiếp,NV03,Đã giao
DH002446,KH0409,2026-03-07 07:03:00,TMĐT - Shopee,NV13,Đã giao
DH007710,KH0206,2026-03-07 08:44:00,Đại lý,NV08,Đã giao
DH011173,KH0412,2026-03-07 11:41:00,Đại lý,NV22,Đã giao
DH005625,KH0404,2026-03-07 13:07:00,TMĐT - Shopee,NV02,Đã giao
DH011585,KH0384,2026-03-07 13:28:00,Đại lý,NV14,Đã giao
DH001351,KH0445,2026-03-07 14:04:00,TMĐT - Tiki,NV30,Đã giao
DH001312,KH0387,2026-03-07 17:39:00,Showroom,NV03,Đã giao
DH003385,KH0370,2026-03-07 20:07:00,Showroom,NV14,Đã giao
DH009937,KH0304,2026-03-08 02:22:00,TMĐT - Lazada,NV06,Đã giao
DH010657,KH0222,2026-03-08 04:52:00,Đại lý,NV29,Đã giao
DH008679,KH0305,2026-03-08 09:14:00,Bán lẻ trực tiếp,NV22,Đã giao
DH005534,KH0305,2026-03-08 09:34:00,TMĐT - Tiki,NV05,Đã giao
DH010624,KH0350,2026-03-08 12:38:00,TMĐT - Tiki,NV22,Đang xử lý
DH001859,KH0002,2026-03-08 13:11:00,TMĐT - Lazada,NV11,Đã giao
DH009172,KH0447,2026-03-08 14:19:00,Đại lý,NV27,Mới
DH007631,KH0379,2026-03-08 15:12:00,TMĐT - Lazada,NV20,Đã giao
DH007274,KH0070,2026-03-08 15:34:00,TMĐT - Lazada,NV08,Đã giao
DH002021,KH0249,2026-03-08 15:43:00,Đại lý,NV28,Đã giao
DH005359,KH0338,2026-03-08 19:51:00,Đại lý,NV20,Đã giao
DH002190,KH0077,2026-03-08 23:42:00,TMĐT - Shopee,NV12,Đã giao
DH002676,KH0337,2026-03-08 23:49:00,Showroom,NV01,Đã giao
DH001942,KH0002,2026-03-09 00:42:00,TMĐT - Tiki,NV27,Mới
DH006624,KH0242,2026-03-09 03:54:00,TMĐT - Shopee,NV07,Đã giao
DH006917,KH0204,2026-03-09 04:57:00,Đại lý,NV14,Đã giao
DH004540,KH0081,2026-03-09 05:23:00,TMĐT - Shopee,NV28,Đang xử lý
DH001504,KH0398,2026-03-09 06:54:00,Đại lý,NV12,Đã giao
DH005151,KH0394,2026-03-09 09:27:00,Showroom,NV08,Đã giao
DH005102,KH0338,2026-03-09 09:38:00,TMĐT - Shopee,NV20,Đang xử lý
DH011701,KH0029,2026-03-09 19:28:00,TMĐT - Shopee,NV07,Mới
DH009891,KH0054,2026-03-10 00:09:00,TMĐT - Lazada,NV12,Đã giao
DH007581,KH0428,2026-03-10 02:12:00,TMĐT - Tiki,NV16,Mới
DH007976,KH0227,2026-03-10 03:00:00,Bán lẻ trực tiếp,NV30,Đã giao
DH011889,KH0409,2026-03-10 03:13:00,Đại lý,NV18,Đang xử lý
DH008023,KH0135,2026-03-10 04:37:00,Showroom,NV19,Trả hàng
DH007602,KH0053,2026-03-10 06:07:00,Đại lý,NV29,Đã giao
DH009578,KH0379,2026-03-10 07:05:00,TMĐT - Tiki,NV04,Đã giao
DH011174,KH0309,2026-03-10 08:23:00,TMĐT - Tiki,NV15,Mới
DH008456,KH0445,2026-03-10 09:54:00,Đại lý,NV21,Đã giao
DH005375,KH0325,2026-03-10 10:06:00,Showroom,NV23,Đã giao
DH010724,KH0274,2026-03-10 20:32:00,TMĐT - Tiki,NV04,Mới
DH002622,KH0409,2026-03-10 21:44:00,TMĐT - Shopee,NV22,Đã giao
DH010772,KH0257,2026-03-11 00:26:00,TMĐT - Tiki,NV20,Đã giao
DH007188,KH0116,2026-03-11 04:02:00,Đại lý,NV01,Đã hủy
DH000786,KH0438,2026-03-11 05:06:00,TMĐT - Tiki,NV20,Mới
DH007640,KH0247,2026-03-11 06:03:00,Bán lẻ trực tiếp,NV25,Đã giao
DH008019,KH0113,2026-03-11 07:38:00,Đại lý,NV15,Đã giao
DH002352,KH0216,2026-03-11 08:13:00,TMĐT - Tiki,NV12,Đã giao
DH009661,KH0330,2026-03-11 12:25:00,TMĐT - Tiki,NV23,Đã hủy
DH009706,KH0242,2026-03-11 12:56:00,TMĐT - Lazada,NV22,Đã giao
DH007011,KH0442,2026-03-11 16:20:00,TMĐT - Shopee,NV13,Đã giao
DH003451,KH0141,2026-03-11 22:36:00,TMĐT - Shopee,NV17,Đã giao
DH004069,KH0183,2026-03-12 00:08:00,Bán lẻ trực tiếp,NV05,Đã giao
DH003777,KH0081,2026-03-12 02:13:00,Bán lẻ trực tiếp,NV04,Đã giao
DH002836,KH0280,2026-03-12 03:03:00,TMĐT - Tiki,NV15,Đã giao
DH000374,KH0281,2026-03-12 03:37:00,Showroom,NV26,Mới
DH007768,KH0012,2026-03-12 06:03:00,TMĐT - Shopee,NV10,Trả hàng
DH000857,KH0140,2026-03-12 06:21:00,Showroom,NV11,Đã giao
DH007500,KH0092,2026-03-12 07:08:00,Bán lẻ trực tiếp,NV29,Đã giao
DH009534,KH0155,2026-03-12 07:38:00,Bán lẻ trực tiếp,NV14,Đã giao
DH010312,KH0266,2026-03-12 07:55:00,TMĐT - Shopee,NV02,Đã giao
DH000389,KH0241,2026-03-12 09:18:00,TMĐT - Shopee,NV30,Đã giao
DH005700,KH0391,2026-03-12 11:48:00,Showroom,NV15,Đã giao
DH005074,KH0447,2026-03-12 12:28:00,Bán lẻ trực tiếp,NV21,Đã giao
DH011169,KH0051,2026-03-12 13:43:00,Showroom,NV15,Đã giao
DH008221,KH0138,2026-03-12 14:10:00,Showroom,NV07,Đã giao
DH005969,KH0044,2026-03-12 14:44:00,TMĐT - Tiki,NV12,Đang xử lý
DH002105,KH0257,2026-03-12 17:10:00,TMĐT - Shopee,NV10,Đã giao
DH003249,KH0309,2026-03-12 17:32:00,TMĐT - Shopee,NV25,Đã giao
DH000740,KH0404,2026-03-13 02:00:00,Bán lẻ trực tiếp,NV23,Đã giao
DH011976,KH0199,2026-03-13 04:01:00,Đại lý,NV21,Mới
DH001594,KH0222,2026-03-13 05:52:00,TMĐT - Shopee,NV23,Đã giao
DH009622,KH0002,2026-03-13 07:27:00,Showroom,NV01,Đã giao
DH008098,KH0056,2026-03-13 15:17:00,Bán lẻ trực tiếp,NV10,Đã hủy
DH002666,KH0360,2026-03-14 00:40:00,Bán lẻ trực tiếp,NV21,Đang xử lý
DH009962,KH0359,2026-03-14 00:47:00,Đại lý,NV16,Đã giao
DH003560,KH0089,2026-03-14 03:03:00,Bán lẻ trực tiếp,NV17,Đã giao
DH000534,KH0155,2026-03-14 05:44:00,TMĐT - Lazada,NV09,Đã giao
DH010461,KH0368,2026-03-14 06:38:00,TMĐT - Lazada,NV30,Đã giao
DH007963,KH0013,2026-03-14 07:54:00,TMĐT - Shopee,NV01,Đã giao
DH010774,KH0224,2026-03-14 10:24:00,TMĐT - Lazada,NV28,Đã giao
DH011849,KH0208,2026-03-14 12:42:00,TMĐT - Lazada,NV15,Đã giao
DH011693,KH0287,2026-03-14 14:37:00,TMĐT - Lazada,NV25,Đã giao
DH002268,KH0262,2026-03-14 16:19:00,Đại lý,NV16,Đã giao
DH005180,KH0246,2026-03-14 16:21:00,Showroom,NV23,Đã giao
DH011969,KH0199,2026-03-14 16:59:00,TMĐT - Tiki,NV07,Đã giao
DH008343,KH0044,2026-03-14 18:51:00,Đại lý,NV03,Đã giao
DH005265,KH0192,2026-03-14 20:48:00,Showroom,NV04,Mới
DH010788,KH0151,2026-03-14 21:23:00,Bán lẻ trực tiếp,NV20,Đã giao
DH003781,KH0204,2026-03-15 00:09:00,Bán lẻ trực tiếp,NV25,Đã giao
DH009617,KH0212,2026-03-15 00:13:00,Showroom,NV30,Đã giao
DH011126,KH0406,2026-03-15 02:41:00,Showroom,NV05,Đã giao
DH008571,KH0155,2026-03-15 04:45:00,Showroom,NV12,Đã giao
DH011872,KH0211,2026-03-15 07:13:00,TMĐT - Lazada,NV04,Đã giao
DH010320,KH0314,2026-03-15 08:59:00,TMĐT - Lazada,NV17,Đã giao
DH003245,KH0446,2026-03-15 10:47:00,Showroom,NV23,Đã giao
DH010779,KH0008,2026-03-15 13:45:00,TMĐT - Shopee,NV13,Đã giao
DH001234,KH0013,2026-03-15 22:27:00,Đại lý,NV26,Mới
DH000407,KH0187,2026-03-16 05:51:00,TMĐT - Lazada,NV13,Trả hàng
DH000869,KH0082,2026-03-16 07:40:00,TMĐT - Shopee,NV08,Đã giao
DH007545,KH0184,2026-03-16 08:06:00,TMĐT - Tiki,NV29,Đã giao
DH007855,KH0252,2026-03-16 08:39:00,Bán lẻ trực tiếp,NV19,Đã giao
DH009875,KH0418,2026-03-16 11:06:00,Bán lẻ trực tiếp,NV29,Đã giao
DH011306,KH0400,2026-03-16 11:49:00,Đại lý,NV23,Đã giao
DH011803,KH0141,2026-03-16 13:29:00,TMĐT - Tiki,NV30,Đã giao
DH002722,KH0413,2026-03-16 13:56:00,Đại lý,NV02,Đã giao
DH005619,KH0446,2026-03-16 15:17:00,Đại lý,NV26,Đã giao
DH003445,KH0271,2026-03-16 16:46:00,TMĐT - Tiki,NV23,Đã giao
DH006671,KH0442,2026-03-16 17:41:00,TMĐT - Lazada,NV26,Đã hủy
DH009616,KH0053,2026-03-16 17:58:00,Bán lẻ trực tiếp,NV15,Đã giao
DH000028,KH0262,2026-03-16 19:46:00,Bán lẻ trực tiếp,NV07,Đã giao
DH001991,KH0234,2026-03-16 21:07:00,TMĐT - Shopee,NV30,Trả hàng
DH011081,KH0250,2026-03-16 22:55:00,TMĐT - Shopee,NV27,Đã giao
DH009805,KH0332,2026-03-16 23:36:00,TMĐT - Shopee,NV20,Đã giao
DH008842,KH0249,2026-03-17 00:49:00,Showroom,NV17,Đang xử lý
DH001715,KH0155,2026-03-17 02:29:00,Bán lẻ trực tiếp,NV06,Đã giao
DH007246,KH0121,2026-03-17 05:04:00,TMĐT - Tiki,NV26,Đã giao
DH006312,KH0250,2026-03-17 06:40:00,TMĐT - Tiki,NV30,Trả hàng
DH006038,KH0257,2026-03-17 08:40:00,Bán lẻ trực tiếp,NV28,Đã giao
DH010822,KH0141,2026-03-17 09:32:00,Đại lý,NV01,Đã giao
DH007554,KH0413,2026-03-17 09:42:00,TMĐT - Shopee,NV01,Đã giao
DH003889,KH0438,2026-03-17 10:33:00,TMĐT - Shopee,NV30,Đã giao
DH006032,KH0359,2026-03-17 10:36:00,TMĐT - Tiki,NV13,Đã hủy
DH008725,KH0184,2026-03-17 10:55:00,Bán lẻ trực tiếp,NV25,Đã giao
DH008702,KH0089,2026-03-17 12:03:00,Đại lý,NV23,Đã giao
DH004854,KH0227,2026-03-17 12:13:00,Bán lẻ trực tiếp,NV06,Đã giao
DH008640,KH0167,2026-03-17 12:54:00,Bán lẻ trực tiếp,NV07,Đã giao
DH006414,KH0241,2026-03-17 18:28:00,TMĐT - Shopee,NV21,Đã giao
DH005330,KH0070,2026-03-17 21:17:00,TMĐT - Shopee,NV08,Đã giao
