MaHoaDon,MaDonHang,NgayXuatHoaDon,HanThanhToan,SoTien,DaThu,ConLai
HD009456,DH011920,2026-03-27 08:55:00,2026-04-04 08:55:00,263000.0,263000.0,0.0
HD009457,DH005107,2026-03-30 10:33:00,2026-05-29 10:33:00,134750800.0,134750800.0,0.0
HD009458,DH008355,2026-03-29 10:34:00,2026-05-13 10:34:00,313375600.0,22700700.0,290674900.0
HD009459,DH011179,2026-03-28 13:22:00,2026-06-17 13:22:00,294775400.0,117070300.0,177705100.0
HD009460,DH003496,2026-03-29 13:37:00,2026-05-21 13:37:00,923602800.0,923602800.0,0.0
HD009461,DH008953,2026-03-30 13:45:00,2026-06-07 13:45:00,291017800.0,291017800.0,0.0
HD009462,DH005450,2026-03-29 13:59:00,2026-04-13 13:59:00,2609000.0,2609000.0,0.0
HD009463,DH006215,2026-03-28 19:18:00,2026-04-10 19:18:00,362100.0,84400.0,277700.0
HD009464,DH005383,2026-03-28 19:18:00,2026-04-04 19:18:00,5920000.0,5920000.0,0.0
HD009465,DH007019,2026-03-28 20:35:00,2026-06-21 20:35:00,148276800.0,148276800.0,0.0
HD009466,DH004970,2026-03-30 21:04:00,2026-04-12 21:04:00,1224300.0,1224300.0,0.0
HD009467,DH005845,2026-03-31 01:52:00,2026-04-11 01:52:00,910500.0,910500.0,0.0
HD009468,DH003792,2026-03-30 05:49:00,2026-05-15 05:49:00,506626900.0,218531900.0,288095000.0
HD009469,DH009043,2026-03-29 10:22:00,2026-04-06 10:22:00,6308000.0,6308000.0,0.0
HD009470,DH003011,2026-03-30 16:13:00,2026-06-14 16:13:00,366433800.0,256442000.0,109991800.0
HD009471,DH000293,2026-03-30 19:16:00,2026-05-31 19:16:00,113085600.0,113085600.0,0.0
HD009472,DH011070,2026-03-30 19:27:00,2026-04-08 19:27:00,8076000.0,8076000.0,0.0
HD009473,DH001441,2026-03-29 20:32:00,2026-06-07 20:32:00,410069400.0,242334600.0,167734800.0
HD009474,DH000779,2026-03-31 21:51:00,2026-04-09 21:51:00,30000.0,30000.0,0.0
HD009475,DH009272,2026-03-31 00:30:00,2026-04-09 00:30:00,3132000.0,3132000.0,0.0
HD009476,DH003086,2026-03-30 01:08:00,2026-04-08 01:08:00,5349400.0,5349400.0,0.0
HD009477,DH005054,2026-03-30 04:20:00,2026-05-20 04:20:00,319644600.0,235886000.0,83758600.0
HD009478,DH004164,2026-04-01 05:16:00,2026-05-17 05:16:00,604722100.0,465568500.0,139153600.0
HD009479,DH008996,2026-03-30 05:18:00,2026-04-09 05:18:00,2296000.0,2296000.0,0.0
HD009480,DH008614,2026-03-30 08:34:00,2026-05-25 08:34:00,165288600.0,165288600.0,0.0
HD009481,DH001707,2026-04-01 09:05:00,2026-05-22 09:05:00,102673500.0,87451200.0,15222300.0
HD009482,DH005987,2026-03-29 16:18:00,2026-05-25 16:18:00,32868400.0,10619300.0,22249100.0
HD009483,DH007442,2026-03-29 16:51:00,2026-06-10 16:51:00,445783200.0,167707300.0,278075900.0
HD009484,DH011519,2026-03-29 18:03:00,2026-05-22 18:03:00,122465000.0,114325700.0,8139300.0
HD009485,DH004440,2026-04-01 18:34:00,2026-06-14 18:34:00,321033300.0,32847200.0,288186100.0
HD009486,DH002733,2026-03-30 20:33:00,2026-04-06 20:33:00,91000.0,91000.0,0.0
HD009487,DH008717,2026-04-01 20:48:00,2026-06-24 20:48:00,138912800.0,114608600.0,24304200.0
HD009488,DH010951,2026-03-31 21:03:00,2026-06-07 21:03:00,556410000.0,266263000.0,290147000.0
HD009489,DH007048,2026-03-31 23:56:00,2026-04-08 23:56:00,2016000.0,2016000.0,0.0
HD009490,DH004150,2026-03-30 01:47:00,2026-06-10 01:47:00,481587900.0,61060700.0,420527200.0
HD009491,DH006110,2026-04-01 04:57:00,2026-04-13 04:57:00,13729500.0,13729500.0,0.0
HD009492,DH003805,2026-03-30 05:25:00,2026-04-08 05:25:00,3575000.0,3575000.0,0.0
HD009493,DH004499,2026-03-30 16:49:00,2026-04-12 16:49:00,9817700.0,9817700.0,0.0
HD009494,DH010689,2026-03-31 17:49:00,2026-06-25 17:49:00,241652400.0,241652400.0,0.0
HD009495,DH004635,2026-03-30 19:00:00,2026-04-11 19:00:00,12149200.0,12149200.0,0.0
HD009496,DH000953,2026-03-31 20:34:00,2026-06-22 20:34:00,107671200.0,107671200.0,0.0
HD009497,DH010734,2026-03-31 22:09:00,2026-06-04 22:09:00,150542600.0,150542600.0,0.0
HD009498,DH000549,2026-04-01 05:39:00,2026-04-13 05:39:00,1080000.0,1080000.0,0.0
HD009499,DH001722,2026-04-03 06:08:00,2026-04-12 06:08:00,8760400.0,8760400.0,0.0
HD009500,DH000058,2026-03-31 08:14:00,2026-04-12 08:14:00,189000.0,189000.0,0.0
HD009501,DH008633,2026-04-01 13:05:00,2026-04-15 13:05:00,1284000.0,1284000.0,0.0
HD009502,DH000504,2026-04-03 14:01:00,2026-06-08 14:01:00,371156000.0,290754900.0,80401100.0
HD009503,DH002470,2026-03-31 14:35:00,2026-04-10 14:35:00,285600.0,285600.0,0.0
HD009504,DH009637,2026-03-31 14:48:00,2026-04-08 14:48:00,2992000.0,2992000.0,0.0
HD009505,DH009012,2026-03-31 15:25:00,2026-05-28 15:25:00,393317300.0,244833600.0,148483700.0
HD009506,DH010829,2026-04-01 16:10:00,2026-06-08 16:10:00,367981100.0,20205200.0,347775900.0
HD009507,DH005729,2026-04-01 18:57:00,2026-04-12 18:57:00,1747000.0,1747000.0,0.0
HD009508,DH009571,2026-04-01 19:35:00,2026-04-12 19:35:00,2853600.0,2853600.0,0.0
HD009509,DH000634,2026-04-03 21:23:00,2026-04-10 21:23:00,179600.0,179600.0,0.0
HD009510,DH001690,2026-03-31 23:00:00,2026-06-19 23:00:00,287937800.0,22909900.0,265027900.0
HD009511,DH001325,2026-04-02 00:56:00,2026-06-07 00:56:00,334291000.0,94251100.0,240039900.0
HD009512,DH010172,2026-04-04 03:30:00,2026-06-28 03:30:00,445841100.0,445841100.0,0.0
HD009513,DH010871,2026-04-03 03:59:00,2026-04-16 03:59:00,2294000.0,2294000.0,0.0
HD009514,DH005039,2026-04-02 05:05:00,2026-04-16 05:05:00,288000.0,288000.0,0.0
HD009515,DH003511,2026-04-01 07:13:00,2026-06-21 07:13:00,161878700.0,57315200.0,104563500.0
HD009516,DH006129,2026-04-04 10:14:00,2026-04-11 10:14:00,4404200.0,4404200.0,0.0
HD009517,DH004723,2026-04-01 12:30:00,2026-05-17 12:30:00,80382000.0,1437400.0,78944600.0
HD009518,DH007629,2026-04-02 13:15:00,2026-05-22 13:15:00,238784600.0,161041100.0,77743500.0
HD009519,DH000617,2026-04-02 15:42:00,2026-06-30 15:42:00,370369900.0,136139000.0,234230900.0
HD009520,DH008031,2026-04-04 17:00:00,2026-04-18 17:00:00,328000.0,328000.0,0.0
HD009521,DH001396,2026-04-02 18:40:00,2026-04-12 18:40:00,567600.0,567600.0,0.0
HD009522,DH007568,2026-04-03 18:59:00,2026-06-07 18:59:00,474255200.0,474255200.0,0.0
HD009523,DH007616,2026-04-02 22:03:00,2026-04-09 22:03:00,2018800.0,2018800.0,0.0
HD009524,DH001204,2026-04-03 22:12:00,2026-06-23 22:12:00,242909200.0,242909200.0,0.0
HD009525,DH004269,2026-04-01 23:29:00,2026-06-28 23:29:00,476361800.0,476361800.0,0.0
HD009526,DH005149,2026-04-04 00:07:00,2026-04-17 00:07:00,1728000.0,1728000.0,0.0
HD009527,DH005554,2026-04-02 08:19:00,2026-04-10 08:19:00,10159200.0,7640800.0,2518400.0
HD009528,DH000235,2026-04-02 08:26:00,2026-06-19 08:26:00,303553800.0,236651500.0,66902300.0
HD009529,DH006410,2026-04-03 08:48:00,2026-05-19 08:48:00,381643000.0,253295900.0,128347100.0
HD009530,DH008927,2026-04-04 09:37:00,2026-04-17 09:37:00,7291500.0,7291500.0,0.0
HD009531,DH003223,2026-04-03 09:59:00,2026-05-24 09:59:00,434876200.0,434876200.0,0.0
HD009532,DH007313,2026-04-05 11:45:00,2026-04-13 11:45:00,432000.0,432000.0,0.0
HD009533,DH007535,2026-04-05 12:11:00,2026-04-12 12:11:00,8923000.0,6000700.0,2922300.0
HD009534,DH001538,2026-04-02 12:20:00,2026-04-15 12:20:00,13914000.0,5525000.0,8389000.0
HD009535,DH009770,2026-04-04 12:25:00,2026-05-24 12:25:00,415122600.0,415122600.0,0.0
HD009536,DH005377,2026-04-02 19:00:00,2026-04-10 19:00:00,4780000.0,4780000.0,0.0
HD009537,DH005881,2026-04-03 19:12:00,2026-05-19 19:12:00,130958300.0,58313000.0,72645300.0
HD009538,DH011633,2026-04-04 20:11:00,2026-06-13 20:11:00,217092200.0,147305100.0,69787100.0
HD009539,DH008690,2026-04-03 05:52:00,2026-06-17 05:52:00,210810700.0,210810700.0,0.0
HD009540,DH009579,2026-04-03 06:43:00,2026-04-12 06:43:00,2131600.0,2131600.0,0.0
HD009541,DH002436,2026-04-06 07:23:00,2026-04-19 07:23:00,333000.0,63200.0,269800.0
HD009542,DH003908,2026-04-06 08:35:00,2026-05-28 08:35:00,358852500.0,358852500.0,0.0
HD009543,DH007708,2026-04-06 08:45:00,2026-04-16 08:45:00,2276400.0,2276400.0,0.0
HD009544,DH010070,2026-04-04 09:04:00,2026-04-18 09:04:00,108000.0,108000.0,0.0
HD009545,DH001936,2026-04-03 09:05:00,2026-06-02 09:05:00,217644000.0,217644000.0,0.0
HD009546,DH010747,2026-04-05 10:57:00,2026-04-14 10:57:00,7088000.0,7088000.0,0.0
HD009547,DH010621,2026-04-06 14:45:00,2026-06-05 14:45:00,503031400.0,503031400.0,0.0
HD009548,DH009282,2026-04-05 14:47:00,2026-06-29 14:47:00,147889200.0,147889200.0,0.0
HD009549,DH010443,2026-04-03 15:07:00,2026-06-24 15:07:00,195993600.0,92759600.0,103234000.0
HD009550,DH000872,2026-04-04 15:43:00,2026-04-14 15:43:00,1380400.0,1380400.0,0.0
HD009551,DH002102,2026-04-03 17:16:00,2026-04-14 17:16:00,896000.0,896000.0,0.0
HD009552,DH002771,2026-04-05 17:49:00,2026-06-16 17:49:00,176761000.0,176761000.0,0.0
HD009553,DH008889,2026-04-06 18:45:00,2026-04-19 18:45:00,469800.0,469800.0,0.0
HD009554,DH004840,2026-04-05 18:56:00,2026-06-28 18:56:00,74592000.0,74592000.0,0.0
HD009555,DH006173,2026-04-05 20:05:00,2026-05-31 20:05:00,56630800.0,33405000.0,23225800.0
HD009556,DH003425,2026-04-05 08:41:00,2026-06-20 08:41:00,483118200.0,483118200.0,0.0
HD009557,DH001125,2026-04-06 10:01:00,2026-04-20 10:01:00,4790300.0,4790300.0,0.0
HD009558,DH001000,2026-04-05 10:34:00,2026-04-17 10:34:00,4486400.0,4486400.0,0.0
HD009559,DH001804,2026-04-06 11:20:00,2026-06-01 11:20:00,337525800.0,337525800.0,0.0
HD009560,DH008932,2026-04-04 14:10:00,2026-04-13 14:10:00,2392000.0,2392000.0,0.0
HD009561,DH006533,2026-04-05 14:25:00,2026-05-21 14:25:00,645306500.0,76560700.0,568745800.0
HD009562,DH005228,2026-04-07 14:35:00,2026-06-19 14:35:00,62262600.0,9403600.0,52859000.0
HD009563,DH007996,2026-04-04 20:52:00,2026-06-07 20:52:00,42016200.0,16499100.0,25517100.0
HD009564,DH001513,2026-04-06 21:33:00,2026-05-21 21:33:00,347874000.0,233767000.0,114107000.0
HD009565,DH010276,2026-04-06 21:47:00,2026-06-19 21:47:00,219029600.0,18408600.0,200621000.0
HD009566,DH008418,2026-04-05 22:24:00,2026-04-12 22:24:00,1152600.0,1152600.0,0.0
HD009567,DH001764,2026-04-04 22:58:00,2026-04-18 22:58:00,3276600.0,3276600.0,0.0
HD009568,DH007000,2026-04-05 00:05:00,2026-06-08 00:05:00,94913100.0,62830000.0,32083100.0
HD009569,DH011802,2026-04-07 00:55:00,2026-06-18 00:55:00,307897200.0,307897200.0,0.0
HD009570,DH006061,2026-04-07 01:46:00,2026-04-20 01:46:00,1684500.0,1684500.0,0.0
HD009571,DH002551,2026-04-08 03:18:00,2026-06-09 03:18:00,433638800.0,433638800.0,0.0
HD009572,DH011970,2026-04-07 04:43:00,2026-04-14 04:43:00,1195200.0,1195200.0,0.0
HD009573,DH001853,2026-04-07 06:08:00,2026-04-16 06:08:00,12051000.0,12051000.0,0.0
HD009574,DH000352,2026-04-05 06:35:00,2026-04-18 06:35:00,2369700.0,2369700.0,0.0
HD009575,DH009398,2026-04-06 07:27:00,2026-04-13 07:27:00,1473900.0,1473900.0,0.0
HD009576,DH006795,2026-04-08 07:54:00,2026-06-08 07:54:00,66378400.0,53653300.0,12725100.0
HD009577,DH000228,2026-04-08 08:53:00,2026-04-21 08:53:00,1459200.0,1459200.0,0.0
HD009578,DH007781,2026-04-06 09:03:00,2026-06-09 09:03:00,282795000.0,84870800.0,197924200.0
HD009579,DH009557,2026-04-07 12:20:00,2026-04-18 12:20:00,23033000.0,23033000.0,0.0
HD009580,DH007001,2026-04-08 13:56:00,2026-04-17 13:56:00,255000.0,255000.0,0.0
HD009581,DH004400,2026-04-07 14:01:00,2026-06-04 14:01:00,101961200.0,101961200.0,0.0
HD009582,DH009984,2026-04-08 14:46:00,2026-06-18 14:46:00,236059800.0,24671400.0,211388400.0
HD009583,DH002381,2026-04-05 15:48:00,2026-04-18 15:48:00,3143000.0,3143000.0,0.0
HD009584,DH004204,2026-04-07 15:52:00,2026-05-29 15:52:00,70193300.0,25920900.0,44272400.0
HD009585,DH003270,2026-04-07 16:55:00,2026-05-30 16:55:00,413679600.0,413679600.0,0.0
HD009586,DH004819,2026-04-05 17:52:00,2026-07-02 17:52:00,503040900.0,503040900.0,0.0
HD009587,DH002369,2026-04-05 23:48:00,2026-04-14 23:48:00,3556200.0,3556200.0,0.0
HD009588,DH001904,2026-04-07 00:07:00,2026-05-26 00:07:00,365550000.0,365550000.0,0.0
HD009589,DH002320,2026-04-06 00:10:00,2026-04-18 00:10:00,12597300.0,12597300.0,0.0
HD009590,DH003312,2026-04-08 00:38:00,2026-04-21 00:38:00,1788800.0,1341600.0,447200.0
HD009591,DH006619,2026-04-08 03:05:00,2026-04-22 03:05:00,1560800.0,1560800.0,0.0
HD009592,DH005141,2026-04-08 03:23:00,2026-05-29 03:23:00,353098000.0,353098000.0,0.0
HD009593,DH007592,2026-04-06 04:28:00,2026-05-21 04:28:00,327345300.0,176620000.0,150725300.0
HD009594,DH004722,2026-04-06 06:06:00,2026-05-22 06:06:00,243528500.0,243528500.0,0.0
HD009595,DH005511,2026-04-07 06:39:00,2026-04-20 06:39:00,1187000.0,1187000.0,0.0
HD009596,DH006716,2026-04-06 07:02:00,2026-06-07 07:02:00,233570400.0,195815800.0,37754600.0
HD009597,DH004868,2026-04-07 10:13:00,2026-05-26 10:13:00,257717000.0,177714400.0,80002600.0
HD009598,DH000171,2026-04-07 21:18:00,2026-07-01 21:18:00,221373200.0,196604100.0,24769100.0
HD009599,DH008858,2026-04-09 04:30:00,2026-04-22 04:30:00,6558000.0,6558000.0,0.0
HD009600,DH010444,2026-04-09 04:50:00,2026-04-24 04:50:00,7847200.0,7847200.0,0.0
HD009601,DH001618,2026-04-08 06:34:00,2026-06-09 06:34:00,20221200.0,378300.0,19842900.0
HD009602,DH011934,2026-04-07 07:05:00,2026-07-05 07:05:00,99003000.0,2508100.0,96494900.0
HD009603,DH008161,2026-04-08 08:18:00,2026-06-10 08:18:00,386060000.0,386060000.0,0.0
HD009604,DH000996,2026-04-10 08:28:00,2026-04-24 08:28:00,1366100.0,1366100.0,0.0
HD009605,DH008779,2026-04-09 11:02:00,2026-06-23 11:02:00,278719500.0,278719500.0,0.0
HD009606,DH009803,2026-04-09 18:44:00,2026-04-20 18:44:00,3213500.0,3213500.0,0.0
HD009607,DH002101,2026-04-10 20:10:00,2026-06-05 20:10:00,327316400.0,179028000.0,148288400.0
HD009608,DH007174,2026-04-08 22:57:00,2026-07-06 22:57:00,51615800.0,38559200.0,13056600.0
HD009609,DH011839,2026-04-08 23:28:00,2026-07-04 23:28:00,37428600.0,4444900.0,32983700.0
HD009610,DH010711,2026-04-08 02:43:00,2026-06-28 02:43:00,71822600.0,46054800.0,25767800.0
HD009611,DH003363,2026-04-11 03:56:00,2026-06-15 03:56:00,112630400.0,97239500.0,15390900.0
HD009612,DH008944,2026-04-10 04:29:00,2026-04-25 04:29:00,2030000.0,2030000.0,0.0
HD009613,DH003306,2026-04-09 05:18:00,2026-04-24 05:18:00,1384000.0,1384000.0,0.0
HD009614,DH009961,2026-04-11 05:57:00,2026-04-21 05:57:00,2329400.0,1161500.0,1167900.0
HD009615,DH008197,2026-04-09 06:52:00,2026-06-16 06:52:00,429528600.0,396924000.0,32604600.0
HD009616,DH008873,2026-04-10 08:00:00,2026-04-20 08:00:00,800000.0,800000.0,0.0
HD009617,DH008729,2026-04-11 10:33:00,2026-06-07 10:33:00,51902600.0,3103700.0,48798900.0
HD009618,DH008153,2026-04-08 11:40:00,2026-04-20 11:40:00,3393200.0,3393200.0,0.0
HD009619,DH007552,2026-04-08 12:11:00,2026-04-17 12:11:00,183600.0,183600.0,0.0
HD009620,DH006159,2026-04-09 13:39:00,2026-06-30 13:39:00,375735900.0,375735900.0,0.0
HD009621,DH008737,2026-04-10 14:07:00,2026-06-10 14:07:00,164000400.0,164000400.0,0.0
HD009622,DH001489,2026-04-08 15:23:00,2026-04-19 15:23:00,10536000.0,10536000.0,0.0
HD009623,DH001649,2026-04-09 18:02:00,2026-06-03 18:02:00,527443800.0,466243400.0,61200400.0
HD009624,DH005882,2026-04-10 18:05:00,2026-04-22 18:05:00,10429500.0,10429500.0,0.0
HD009625,DH008527,2026-04-08 18:07:00,2026-06-30 18:07:00,300293000.0,204391900.0,95901100.0
HD009626,DH003199,2026-04-10 20:11:00,2026-04-25 20:11:00,2117000.0,2117000.0,0.0
HD009627,DH004065,2026-04-10 21:13:00,2026-06-19 21:13:00,422012200.0,280557700.0,141454500.0
HD009628,DH008375,2026-04-10 22:00:00,2026-04-25 22:00:00,1312000.0,1312000.0,0.0
HD009629,DH000516,2026-04-08 22:41:00,2026-04-16 22:41:00,4710200.0,3046300.0,1663900.0
HD009630,DH011214,2026-04-08 23:31:00,2026-07-04 23:31:00,117844700.0,117844700.0,0.0
HD009631,DH009827,2026-04-10 00:00:00,2026-04-24 00:00:00,510000.0,510000.0,0.0
HD009632,DH003187,2026-04-11 05:28:00,2026-05-29 05:28:00,287225800.0,287225800.0,0.0
HD009633,DH001070,2026-04-09 07:39:00,2026-06-01 07:39:00,599625500.0,599625500.0,0.0
HD009634,DH007997,2026-04-11 07:49:00,2026-04-18 07:49:00,2678100.0,2374900.0,303200.0
HD009635,DH010177,2026-04-10 09:01:00,2026-06-11 09:01:00,438983500.0,438983500.0,0.0
HD009636,DH011818,2026-04-09 10:15:00,2026-04-22 10:15:00,3784000.0,3784000.0,0.0
HD009637,DH010263,2026-04-12 10:47:00,2026-06-30 10:47:00,305064400.0,305064400.0,0.0
HD009638,DH005043,2026-04-09 15:04:00,2026-04-21 15:04:00,2676300.0,2676300.0,0.0
HD009639,DH000088,2026-04-09 19:36:00,2026-04-17 19:36:00,1663000.0,1663000.0,0.0
HD009640,DH008550,2026-04-10 21:14:00,2026-04-17 21:14:00,1240200.0,1240200.0,0.0
HD009641,DH005346,2026-04-13 02:15:00,2026-06-24 02:15:00,160055600.0,5903700.0,154151900.0
HD009642,DH008215,2026-04-11 05:41:00,2026-04-25 05:41:00,270000.0,270000.0,0.0
HD009643,DH002903,2026-04-12 06:02:00,2026-04-25 06:02:00,2941000.0,2941000.0,0.0
HD009644,DH010280,2026-04-13 06:14:00,2026-06-16 06:14:00,124609500.0,124609500.0,0.0
HD009645,DH005785,2026-04-10 09:16:00,2026-04-23 09:16:00,1342100.0,1342100.0,0.0
HD009646,DH002612,2026-04-10 09:32:00,2026-06-19 09:32:00,303615800.0,303615800.0,0.0
HD009647,DH005393,2026-04-11 09:41:00,2026-06-19 09:41:00,268413600.0,128668400.0,139745200.0
HD009648,DH003258,2026-04-11 10:20:00,2026-04-19 10:20:00,4056000.0,4056000.0,0.0
HD009649,DH008958,2026-04-13 11:13:00,2026-04-22 11:13:00,1352000.0,1352000.0,0.0
HD009650,DH010803,2026-04-13 14:35:00,2026-04-25 14:35:00,5061900.0,5061900.0,0.0
HD009651,DH008056,2026-04-10 17:38:00,2026-06-28 17:38:00,439498400.0,439498400.0,0.0
HD009652,DH001126,2026-04-10 21:43:00,2026-06-27 21:43:00,653975400.0,363574300.0,290401100.0
HD009653,DH009704,2026-04-13 22:25:00,2026-06-03 22:25:00,371337200.0,371337200.0,0.0
HD009654,DH006164,2026-04-14 01:38:00,2026-04-21 01:38:00,794800.0,794800.0,0.0
HD009655,DH006547,2026-04-11 02:03:00,2026-06-08 02:03:00,132993800.0,128098200.0,4895600.0
HD009656,DH004815,2026-04-13 02:31:00,2026-04-22 02:31:00,1713600.0,1713600.0,0.0
HD009657,DH007220,2026-04-11 03:04:00,2026-04-22 03:04:00,7601600.0,7601600.0,0.0
HD009658,DH004627,2026-04-13 05:03:00,2026-06-10 05:03:00,218386200.0,218386200.0,0.0
HD009659,DH009591,2026-04-13 07:38:00,2026-05-28 07:38:00,76950800.0,73075500.0,3875300.0
HD009660,DH010996,2026-04-12 09:32:00,2026-04-20 09:32:00,9018800.0,9018800.0,0.0
HD009661,DH009874,2026-04-14 11:56:00,2026-04-24 11:56:00,1998900.0,1998900.0,0.0
HD009662,DH006311,2026-04-14 15:02:00,2026-04-26 15:02:00,823600.0,823600.0,0.0
HD009663,DH000245,2026-04-14 15:46:00,2026-06-04 15:46:00,110187800.0,110187800.0,0.0
HD009664,DH002482,2026-04-12 20:41:00,2026-06-18 20:41:00,315709100.0,250186600.0,65522500.0
HD009665,DH004277,2026-04-12 23:25:00,2026-04-23 23:25:00,1116800.0,567000.0,549800.0
HD009666,DH000526,2026-04-12 23:43:00,2026-04-27 23:43:00,8487000.0,8487000.0,0.0
HD009667,DH006062,2026-04-12 07:40:00,2026-06-05 07:40:00,401643200.0,149479900.0,252163300.0
HD009668,DH011509,2026-04-14 14:52:00,2026-06-02 14:52:00,568860800.0,259199800.0,309661000.0
HD009669,DH009219,2026-04-13 16:47:00,2026-05-28 16:47:00,462887400.0,462887400.0,0.0
HD009670,DH002543,2026-04-14 16:54:00,2026-04-26 16:54:00,287000.0,287000.0,0.0
HD009671,DH002113,2026-04-14 19:34:00,2026-04-26 19:34:00,1030500.0,1030500.0,0.0
HD009672,DH001012,2026-04-13 21:07:00,2026-04-24 21:07:00,205200.0,205200.0,0.0
HD009673,DH009619,2026-04-14 01:21:00,2026-06-10 01:21:00,109307400.0,109307400.0,0.0
HD009674,DH011099,2026-04-15 02:25:00,2026-04-27 02:25:00,8390000.0,8390000.0,0.0
HD009675,DH008291,2026-04-13 04:58:00,2026-06-16 04:58:00,349931600.0,349931600.0,0.0
HD009676,DH002759,2026-04-15 07:36:00,2026-04-25 07:36:00,1218000.0,1218000.0,0.0
HD009677,DH010600,2026-04-16 10:09:00,2026-06-19 10:09:00,345697900.0,345697900.0,0.0
HD009678,DH011908,2026-04-15 10:23:00,2026-04-27 10:23:00,1381300.0,1381300.0,0.0
HD009679,DH004976,2026-04-16 11:13:00,2026-06-02 11:13:00,132067400.0,26412600.0,105654800.0
HD009680,DH011815,2026-04-15 11:46:00,2026-06-13 11:46:00,231230200.0,130959100.0,100271100.0
HD009681,DH008642,2026-04-13 11:59:00,2026-04-28 11:59:00,6415800.0,6415800.0,0.0
HD009682,DH000854,2026-04-15 12:44:00,2026-04-30 12:44:00,508000.0,508000.0,0.0
HD009683,DH010266,2026-04-14 13:57:00,2026-04-23 13:57:00,4681200.0,4681200.0,0.0
HD009684,DH010105,2026-04-14 17:49:00,2026-04-22 17:49:00,3260400.0,1366000.0,1894400.0
HD009685,DH002958,2026-04-15 21:00:00,2026-06-21 21:00:00,193336000.0,66266700.0,127069300.0
HD009686,DH006715,2026-04-16 00:21:00,2026-06-17 00:21:00,439653000.0,327185300.0,112467700.0
HD009687,DH004119,2026-04-14 01:34:00,2026-07-09 01:34:00,463447900.0,463447900.0,0.0
HD009688,DH009871,2026-04-14 08:21:00,2026-04-23 08:21:00,3520800.0,3520800.0,0.0
HD009689,DH009402,2026-04-16 09:37:00,2026-04-27 09:37:00,5272600.0,5272600.0,0.0
HD009690,DH011862,2026-04-14 09:54:00,2026-04-21 09:54:00,4117200.0,1931400.0,2185800.0
HD009691,DH009176,2026-04-17 10:50:00,2026-06-09 10:50:00,161288600.0,154905200.0,6383400.0
HD009692,DH008189,2026-04-15 21:30:00,2026-06-05 21:30:00,172825500.0,172711100.0,114400.0
HD009693,DH006176,2026-04-15 01:44:00,2026-06-17 01:44:00,282794400.0,223133400.0,59661000.0
HD009694,DH004172,2026-04-18 03:07:00,2026-05-03 03:07:00,309000.0,94400.0,214600.0
HD009695,DH004602,2026-04-17 03:48:00,2026-07-07 03:48:00,255051700.0,241046200.0,14005500.0
HD009696,DH006577,2026-04-17 03:58:00,2026-07-07 03:58:00,454075600.0,454075600.0,0.0
HD009697,DH007376,2026-04-18 05:56:00,2026-05-02 05:56:00,3578800.0,3578800.0,0.0
HD009698,DH000879,2026-04-15 06:18:00,2026-07-05 06:18:00,323996600.0,64915500.0,259081100.0
HD009699,DH011549,2026-04-18 08:04:00,2026-04-29 08:04:00,3219200.0,3219200.0,0.0
HD009700,DH011242,2026-04-16 08:09:00,2026-04-28 08:09:00,789900.0,789900.0,0.0
HD009701,DH007101,2026-04-15 09:13:00,2026-07-13 09:13:00,519214600.0,310497500.0,208717100.0
HD009702,DH009947,2026-04-18 11:39:00,2026-04-30 11:39:00,3912000.0,3912000.0,0.0
HD009703,DH008900,2026-04-17 11:41:00,2026-04-25 11:41:00,1632400.0,1632400.0,0.0
HD009704,DH011508,2026-04-16 11:53:00,2026-06-06 11:53:00,407323800.0,264751100.0,142572700.0
HD009705,DH000251,2026-04-17 12:45:00,2026-07-16 12:45:00,314135500.0,314135500.0,0.0
HD009706,DH006004,2026-04-18 13:57:00,2026-05-03 13:57:00,3472200.0,1708400.0,1763800.0
HD009707,DH009998,2026-04-15 14:37:00,2026-06-05 14:37:00,224580400.0,36764800.0,187815600.0
HD009708,DH005879,2026-04-15 16:29:00,2026-06-04 16:29:00,275327200.0,275327200.0,0.0
HD009709,DH010083,2026-04-15 17:03:00,2026-06-21 17:03:00,183152800.0,23489300.0,159663500.0
HD009710,DH005451,2026-04-15 19:36:00,2026-04-23 19:36:00,985000.0,985000.0,0.0
HD009711,DH001961,2026-04-15 19:43:00,2026-07-04 19:43:00,658640400.0,275302700.0,383337700.0
HD009712,DH001186,2026-04-18 21:28:00,2026-06-27 21:28:00,242012000.0,242012000.0,0.0
HD009713,DH006662,2026-04-16 23:48:00,2026-04-23 23:48:00,975800.0,975800.0,0.0
HD009714,DH003405,2026-04-18 01:10:00,2026-06-24 01:10:00,256874600.0,91885500.0,164989100.0
HD009715,DH005318,2026-04-16 02:14:00,2026-04-24 02:14:00,1624500.0,1335700.0,288800.0
HD009716,DH004432,2026-04-16 03:20:00,2026-07-02 03:20:00,243154600.0,203743400.0,39411200.0
HD009717,DH007507,2026-04-19 03:48:00,2026-05-04 03:48:00,3459500.0,3459500.0,0.0
HD009718,DH006810,2026-04-19 09:25:00,2026-05-01 09:25:00,2034100.0,2034100.0,0.0
HD009719,DH005634,2026-04-18 12:17:00,2026-06-12 12:17:00,313289000.0,51502100.0,261786900.0
HD009720,DH011554,2026-04-19 13:57:00,2026-07-16 13:57:00,106259800.0,106259800.0,0.0
