MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0039252,DH007093,SP0150,151,228000.0,0.0
CT0039253,DH007093,SP0173,209,169000.0,0.05
CT0039254,DH005961,SP0113,5,216000.0,0.1
CT0039255,DH005961,SP0034,8,279000.0,0.15
CT0039256,DH003480,SP0184,6,293000.0,0.0
CT0039257,DH003480,SP0104,6,1251000.0,0.15
CT0039258,DH003480,SP0037,3,202000.0,0.0
CT0039259,DH007480,SP0158,222,142900.0,0.15
CT0039260,DH007480,SP0167,210,34700.0,0.15
CT0039261,DH007480,SP0126,145,102100.0,0.0
CT0039262,DH007480,SP0012,232,175200.0,0.1
CT0039263,DH007480,SP0019,220,165500.0,0.15
CT0039264,DH007480,SP0207,99,22400.0,0.1
CT0039265,DH007480,SP0042,151,188600.0,0.0
CT0039266,DH002743,SP0155,222,275900.0,0.05
CT0039267,DH002743,SP0035,202,926600.0,0.1
CT0039268,DH002743,SP0177,139,323500.0,0.0
CT0039269,DH002743,SP0117,185,38900.0,0.1
CT0039270,DH002743,,188,1014500.0,0.1
CT0039271,DH002743,SP0048,291,43900.0,0.1
CT0039272,DH002743,SP0052,244,41900.0,0.0
CT0039273,DH002743,SP0060,107,29100.0,0.0
CT0039274,DH008864,SP0104,9,1251000.0,0.0
CT0039275,DH006918,SP0175,2,26000.0,0.1
CT0039276,DH006918,SP0012,4,210000.0,0.1
CT0039277,DH005470,SP0161,184,127000.0,0.0
CT0039278,DH005470,SP0147,335,93000.0,0.1
CT0039279,DH005470,SP0076,330,112000.0,0.15
CT0039280,DH005470,SP0190,227,39000.0,0.0
CT0039281,DH005470,SP0187,223,258000.0,0.1
CT0039282,DH005470,SP0100,293,289000.0,0.0
CT0039283,DH005121,SP0215,289,112000.0,0.05
CT0039284,DH005121,SP0012,232,210000.0,0.0
CT0039285,DH005121,SP0034,195,279000.0,0.05
CT0039286,DH005121,SP0062,243,326000.0,0.0
CT0039287,DH005121,SP0054,148,175000.0,0.0
CT0039288,DH008111,SP0123,215,292000.0,0.0
CT0039289,DH008111,SP0061,258,251000.0,0.0
CT0039290,DH008111,SP0101,176,375000.0,0.15
CT0039291,DH008111,SP0211,256,265000.0,0.0
CT0039292,DH008111,SP0193,307,150000.0,0.0
CT0039293,DH008111,SP0089,201,207000.0,0.0
CT0039294,DH008111,SP0178,62,264000.0,0.05
CT0039295,DH002691,SP9012,5,258000.0,0.0
CT0039296,DH002691,SP0191,3,47000.0,0.1
CT0039297,DH002563,SP0115,206,24200.0,0.0
CT0039298,DH002563,SP0119,97,313900.0,0.0
CT0039299,DH002563,SP0137,116,1144900.0,0.0
CT0039300,DH002563,SP0087,99,200300.0,0.15
CT0039301,DH002563,SP0216,202,107500.0,0.1
CT0039302,DH002055,SP0072,6,719000.0,0.0
CT0039303,DH002055,SP0197,6,943000.0,0.0
CT0039304,DH002055,SP0035,2,1000000.0,0.0
CT0039305,DH005737,SP0073,50,135000.0,0.0
CT0039306,DH005737,SP0060,139,26000.0,0.0
CT0039307,DH005737,SP0011,246,36000.0,0.05
CT0039308,DH003206,SP0059,281,782000.0,0.0
CT0039309,DH003206,SP0161,288,127000.0,0.15
CT0039310,DH003206,SP0081,103,40000.0,0.15
CT0039311,DH003206,SP0038,226,1190000.0,0.05
CT0039312,DH003206,SP0003,267,59000.0,0.05
CT0039313,DH003206,SP0029,205,281000.0,0.0
CT0039314,DH003206,SP0198,252,23000.0,0.0
CT0039315,DH000959,SP0158,3,185000.0,0.1
CT0039316,DH000959,SP0191,7,47000.0,0.15
CT0039317,DH000959,SP0093,3,1218000.0,0.15
CT0039318,DH001564,SP0207,1,24300.0,0.15
CT0039319,DH011656,SP0203,6,1183000.0,0.15
CT0039320,DH011656,SP0063,1,108000.0,0.0
CT0039321,DH011656,SP0198,1,23000.0,0.0
CT0039322,DH003896,SP0149,3,1399000.0,0.0
CT0039323,DH003896,SP0040,7,258000.0,0.15
CT0039324,DH004414,SP0204,57,1302200.0,0.1
CT0039325,DH004414,SP0024,83,88800.0,0.0
CT0039326,DH004414,SP0125,144,249500.0,0.1
CT0039327,DH004414,SP0115,253,30800.0,0.15
CT0039328,DH004414,SP0183,317,157300.0,0.05
CT0039329,DH004414,SP0036,161,259400.0,0.0
CT0039330,DH004308,SP0136,4,1019000.0,0.15
CT0039331,DH004308,SP0044,8,1422000.0,0.1
CT0039332,DH004308,SP0188,4,191000.0,0.05
CT0039333,DH001262,SP0163,186,207000.0,0.1
CT0039334,DH001262,SP0055,100,297000.0,0.1
CT0039335,DH001262,SP0149,57,1399000.0,0.05
CT0039336,DH001262,SP0124,87,96000.0,0.0
CT0039337,DH001262,SP0096,203,54000.0,0.0
CT0039338,DH001262,SP0028,185,200000.0,0.05
CT0039339,DH001262,SP0013,293,136000.0,0.0
CT0039340,DH004864,SP0090,2,855000.0,0.0
CT0039341,DH004864,SP0033,3,128000.0,0.0
CT0039342,DH004864,SP0101,4,375000.0,0.0
CT0039343,DH009384,SP0199,8,144100.0,0.1
CT0039344,DH009384,SP0216,10,77900.0,0.0
CT0039345,DH009384,SP0061,6,225800.0,0.15
CT0039346,DH007369,SP0039,228,19000.0,0.15
CT0039347,DH007369,SP0127,103,37000.0,0.15
CT0039348,DH007369,SP0012,239,210000.0,0.15
CT0039349,DH007369,,278,51000.0,0.0
CT0039350,DH007369,SP0195,268,282000.0,0.0
CT0039351,DH007369,,214,1105000.0,0.0
CT0039352,DH003009,SP0065,265,930000.0,0.0
CT0039353,DH003009,SP0003,137,59000.0,0.1
CT0039354,DH003009,,206,27000.0,0.05
CT0039355,DH003009,SP0019,114,197000.0,0.05
CT0039356,DH003009,SP0140,63,295000.0,0.05
CT0039357,DH003009,SP0079,158,27000.0,0.0
CT0039358,DH003009,SP0131,96,38000.0,0.1
CT0039359,DH003009,SP0104,93,1251000.0,0.1
CT0039360,DH005844,SP0030,1,1105000.0,0.0
CT0039361,DH005844,SP0211,3,265000.0,0.05
CT0039362,DH010743,SP0219,7,82000.0,0.0
CT0039363,DH001777,SP0077,84,195000.0,0.05
CT0039364,DH001777,SP0121,220,228000.0,0.0
CT0039365,DH001777,SP0187,123,258000.0,0.0
CT0039366,DH003085,SP0055,101,297000.0,0.0
CT0039367,DH003085,SP0206,174,48000.0,0.05
CT0039368,DH003085,SP0193,72,150000.0,0.15
CT0039369,DH004624,SP0177,87,289000.0,0.05
CT0039370,DH004624,SP0180,172,1328000.0,0.15
CT0039371,DH004624,,263,27000.0,0.15
CT0039372,DH004624,SP0104,80,1251000.0,0.0
CT0039373,DH004624,SP0169,184,922000.0,0.05
CT0039374,DH010579,SP0086,4,199900.0,0.15
CT0039375,DH010579,SP0074,10,1130000.0,0.1
CT0039376,DH010579,SP0191,9,38400.0,0.15
CT0039377,DH001327,,7,719000.0,0.05
CT0039378,DH006639,SP0060,4,21900.0,0.05
CT0039379,DH006639,SP0188,7,165800.0,0.0
CT0039380,DH006639,SP0170,1,327500.0,0.1
CT0039381,DH007311,SP0057,203,306000.0,0.0
CT0039382,DH007311,SP0009,239,521000.0,0.0
CT0039383,DH007311,SP0116,232,714000.0,0.0
CT0039384,DH007311,SP0160,338,91000.0,0.0
CT0039385,DH007311,SP0110,271,51000.0,0.0
CT0039386,DH004990,SP0097,119,112000.0,0.1
CT0039387,DH004990,SP0193,80,150000.0,0.1
CT0039388,DH004990,SP0182,298,150000.0,0.15
CT0039389,DH010016,SP0146,9,134000.0,0.0
CT0039390,DH010016,SP0131,7,38000.0,0.1
CT0039391,DH003642,SP0190,9,39000.0,0.05
CT0039392,DH003642,SP0145,1,189000.0,0.05
CT0039393,DH003642,SP0068,1,48000.0,0.0
CT0039394,DH001656,SP0004,5,206300.0,0.0
CT0039395,DH001656,SP0165,6,27300.0,0.0
CT0039396,DH001656,SP9000,4,78800.0,0.0
CT0039397,DH009058,SP0188,4,191000.0,0.05
CT0039398,DH009058,SP0117,7,42000.0,0.15
CT0039399,DH009058,SP0154,10,31000.0,0.05
CT0039400,DH009186,SP0138,278,31000.0,0.0
CT0039401,DH009186,SP0195,81,282000.0,0.05
CT0039402,DH009186,SP0096,257,54000.0,0.0
CT0039403,DH009186,SP0088,204,128000.0,0.05
CT0039404,DH009186,SP0219,218,82000.0,0.05
CT0039405,DH009186,SP0186,204,1126000.0,0.1
CT0039406,DH010043,SP0158,9,206100.0,0.0
CT0039407,DH010043,SP0141,7,106800.0,0.0
CT0039408,DH010043,SP0200,10,555900.0,0.0
CT0039409,DH010470,SP0203,4,1183000.0,0.1
CT0039410,DH010470,SP0182,8,150000.0,0.15
CT0039411,DH003655,SP0213,4,31000.0,0.05
CT0039412,DH003655,SP0124,5,96000.0,0.0
CT0039413,DH007624,SP0122,10,150000.0,0.0
CT0039414,DH007624,SP0095,7,117000.0,0.0
CT0039415,DH008040,,60,26000.0,0.15
CT0039416,DH008040,SP0031,196,52000.0,0.0
CT0039417,DH008040,SP0131,110,38000.0,0.0
CT0039418,DH008040,SP0187,129,258000.0,0.05
CT0039419,DH008081,SP0076,79,112000.0,0.0
CT0039420,DH008081,SP0171,216,26000.0,0.05
CT0039421,DH008081,SP0062,294,326000.0,0.0
CT0039422,DH008081,,97,41000.0,0.05
CT0039423,DH008081,SP0207,246,26000.0,0.15
CT0039424,DH008081,SP0164,277,879000.0,0.0
CT0039425,DH008081,SP0116,147,714000.0,0.0
CT0039426,DH008081,SP0011,230,36000.0,0.0
CT0039427,DH006688,SP0193,3,150000.0,0.0
CT0039428,DH006688,SP0167,10,38000.0,0.0
CT0039429,DH004693,SP0033,2,110300.0,0.05
CT0039430,DH004693,SP0199,5,169700.0,0.0
CT0039431,DH000773,SP0025,90,32000.0,0.0
CT0039432,DH000773,SP0211,201,265000.0,0.15
CT0039433,DH000773,SP0146,60,134000.0,0.0
CT0039434,DH003779,SP0193,243,150000.0,0.15
CT0039435,DH003779,SP0056,226,56000.0,0.0
CT0039436,DH003779,SP0124,210,96000.0,0.0
CT0039437,DH003779,SP0190,281,39000.0,0.15
CT0039438,DH003779,SP0122,194,150000.0,0.0
CT0039439,DH004143,SP0169,157,922000.0,0.15
CT0039440,DH004143,SP0121,279,228000.0,0.0
CT0039441,DH004143,SP0173,174,169000.0,0.1
CT0039442,DH004143,SP0190,194,39000.0,0.0
CT0039443,DH001572,SP0175,206,26000.0,0.15
CT0039444,DH001572,SP0218,155,193000.0,0.0
CT0039445,DH001572,SP0019,185,197000.0,0.1
CT0039446,DH001572,SP0082,277,1015000.0,0.0
CT0039447,DH001572,SP0151,284,242000.0,0.15
CT0039448,DH001572,SP0042,103,226000.0,0.0
CT0039449,DH009125,SP0010,121,1008000.0,0.0
CT0039450,DH009125,SP0002,224,33000.0,0.15
CT0039451,DH009125,SP0211,100,265000.0,0.0
CT0039452,DH009125,SP0130,246,331000.0,0.0
CT0039453,DH009125,SP0069,80,82000.0,0.0
CT0039454,DH009125,SP0157,258,340000.0,0.0
CT0039455,DH009125,SP0175,201,26000.0,0.0
CT0039456,DH009125,SP0070,133,200000.0,0.15
CT0039457,DH003518,,67,231000.0,0.05
CT0039458,DH003518,,250,187000.0,0.15
CT0039459,DH003518,SP0108,206,172000.0,0.1
CT0039460,DH000942,SP0200,222,523000.0,0.0
CT0039461,DH000942,SP0093,102,1218000.0,0.15
CT0039462,DH000942,SP0156,130,138000.0,0.1
CT0039463,DH000942,SP0044,114,1422000.0,0.0
CT0039464,DH000942,SP0026,217,118000.0,0.1
CT0039465,DH001276,SP0111,78,53800.0,0.0
CT0039466,DH001276,SP0072,57,664900.0,0.0
CT0039467,DH001276,SP0059,243,878700.0,0.1
CT0039468,DH001276,SP0175,274,28200.0,0.05
CT0039469,DH001276,SP0170,226,274800.0,0.1
CT0039470,DH008660,SP0133,1,255000.0,0.15
CT0039471,DH005531,SP0157,3,340000.0,0.0
CT0039472,DH005531,SP0019,9,197000.0,0.15
CT0039473,DH005531,SP0077,5,195000.0,0.0
CT0039474,DH001129,SP0041,4,1377000.0,0.0
CT0039475,DH009028,SP0141,8,103000.0,0.0
CT0039476,DH001586,SP0116,252,642800.0,0.0
CT0039477,DH001586,SP0042,155,237100.0,0.15
CT0039478,DH001586,SP0030,234,1215700.0,0.0
CT0039479,DH001586,SP0071,171,947700.0,0.15
CT0039480,DH001586,SP0094,117,206200.0,0.05
CT0039481,DH007952,SP9014,4,88100.0,0.1
CT0039482,DH007952,SP0084,9,206400.0,0.0
CT0039483,DH007952,SP0053,9,311100.0,0.1
CT0039484,DH010864,SP0179,5,278000.0,0.0
CT0039485,DH010864,SP0045,1,232000.0,0.0
CT0039486,DH010864,SP0131,7,38000.0,0.05
CT0039487,DH008425,SP0217,172,291000.0,0.1
CT0039488,DH008425,SP0063,275,108000.0,0.15
CT0039489,DH008425,SP0166,193,396000.0,0.0
CT0039490,DH001336,SP0201,4,853900.0,0.05
CT0039491,DH001336,SP0124,10,77600.0,0.1
CT0039492,DH001336,SP0132,6,392400.0,0.1
CT0039493,DH008658,SP0172,107,803000.0,0.0
CT0039494,DH008658,SP0051,203,333000.0,0.15
CT0039495,DH008658,SP0181,102,852000.0,0.0
CT0039496,DH008658,SP0124,90,96000.0,0.0
CT0039497,DH008658,SP0142,259,595000.0,0.0
CT0039498,DH008658,SP0194,143,188000.0,0.0
CT0039499,DH008658,SP0015,199,119000.0,0.0
CT0039500,DH008658,SP0156,288,138000.0,0.05
CT0039501,DH007119,SP0019,305,197000.0,0.05
CT0039502,DH007119,SP0169,83,922000.0,0.05
CT0039503,DH007119,SP0119,281,285000.0,0.05
CT0039504,DH005805,,121,54000.0,0.0
CT0039505,DH005805,SP0180,53,1328000.0,0.0
CT0039506,DH005805,SP0116,89,714000.0,0.1
CT0039507,DH005805,SP0006,297,1160000.0,0.0
CT0039508,DH005805,SP0172,98,803000.0,0.0
CT0039509,DH005805,SP0047,256,194000.0,0.0
CT0039510,DH010583,SP0083,4,60000.0,0.1
CT0039511,DH010583,SP0050,6,786000.0,0.0
CT0039512,DH002863,SP0160,237,76100.0,0.0
CT0039513,DH002863,SP0079,133,30700.0,0.05
CT0039514,DH002863,SP0158,283,143100.0,0.0
CT0039515,DH004044,SP0123,183,265200.0,0.15
CT0039516,DH004044,SP0117,230,37500.0,0.15
CT0039517,DH004044,SP0103,68,197100.0,0.15
CT0039518,DH004044,SP0056,269,53200.0,0.0
CT0039519,DH004044,SP0065,64,796300.0,0.0
CT0039520,DH004044,SP0025,94,24900.0,0.05
CT0039521,DH004044,SP9008,254,180900.0,0.0
CT0039522,DH004044,SP0146,171,110600.0,0.15
CT0039523,DH003457,SP0094,236,162000.0,0.0
CT0039524,DH003457,SP0157,80,275700.0,0.05
CT0039525,DH003457,SP0064,122,172400.0,0.1
CT0039526,DH003457,SP0141,254,111200.0,0.15
CT0039527,DH002463,SP0088,3,128000.0,0.0
CT0039528,DH002463,SP0070,1,200000.0,0.1
CT0039529,DH002463,SP0214,3,50000.0,0.05
CT0039530,DH009927,SP0163,2,207000.0,0.0
CT0039531,DH009927,SP0064,8,216000.0,0.15
CT0039532,DH002725,SP0148,8,47000.0,0.0
CT0039533,DH011935,SP0026,1,118000.0,0.05
CT0039534,DH011935,SP0132,9,493000.0,0.0
CT0039535,DH011935,SP0082,3,1015000.0,0.0
CT0039536,DH008926,SP0025,211,27000.0,0.15
CT0039537,DH008926,SP0096,83,44100.0,0.0
CT0039538,DH008926,SP0185,257,22300.0,0.0
CT0039539,DH008926,SP0028,133,166300.0,0.15
CT0039540,DH008926,SP0093,184,1091300.0,0.0
CT0039541,DH008926,SP0127,272,39500.0,0.1
CT0039542,DH008926,SP0050,53,736400.0,0.1
CT0039543,DH010026,SP0214,8,50000.0,0.15
CT0039544,DH008185,SP0155,296,300000.0,0.1
CT0039545,DH008185,SP0165,146,30000.0,0.0
CT0039546,DH008185,SP0121,76,228000.0,0.1
CT0039547,DH008185,,139,165000.0,0.15
CT0039548,DH008185,SP0103,82,255000.0,0.15
CT0039549,DH008185,SP9001,285,109000.0,0.15
CT0039550,DH001379,SP0017,2,50000.0,0.15
CT0039551,DH001379,SP0103,8,255000.0,0.0
CT0039552,DH001379,SP0171,10,26000.0,0.0
CT0039553,DH000783,SP0082,264,1015000.0,0.15
CT0039554,DH000783,SP0052,201,37000.0,0.1
CT0039555,DH000783,SP0049,174,237000.0,0.05
CT0039556,DH009388,SP0078,57,175900.0,0.0
CT0039557,DH009388,SP0138,104,26600.0,0.05
CT0039558,DH009388,SP0144,147,259000.0,0.0
CT0039559,DH009388,SP0114,89,116200.0,0.05
CT0039560,DH009388,SP0096,282,55300.0,0.0
CT0039561,DH009388,SP0104,154,1149900.0,0.0
CT0039562,DH005285,SP0003,2,60300.0,0.05
CT0039563,DH005285,SP0044,5,1211700.0,0.1
CT0039564,DH004289,,12,219000.0,0.0
CT0039565,DH004289,SP0018,1,1029000.0,0.0
CT0039566,DH004289,SP0011,5,36000.0,0.05
CT0039567,DH000178,SP0119,7,285000.0,0.0
CT0039568,DH003651,SP0016,223,978000.0,0.1
CT0039569,DH003651,SP0104,137,1251000.0,0.1
CT0039570,DH003651,SP0017,272,50000.0,0.0
CT0039571,DH003651,SP0031,148,52000.0,0.1
CT0039572,DH003651,SP0096,117,54000.0,0.15
CT0039573,DH003651,,109,33000.0,0.1
CT0039574,DH003651,SP0061,285,251000.0,0.0
CT0039575,DH001832,SP0201,1,967000.0,0.0
CT0039576,DH000489,SP0055,2,297000.0,0.0
CT0039577,DH000489,SP0092,1,41000.0,0.05
CT0039578,DH011061,SP0099,8,254000.0,0.05
CT0039579,DH011061,SP0184,6,293000.0,0.1
CT0039580,DH002287,SP0120,12,174000.0,0.0
CT0039581,DH002287,SP0218,10,193000.0,0.1
CT0039582,DH002287,SP0127,6,37000.0,0.0
CT0039583,DH009667,SP0146,241,104200.0,0.0
CT0039584,DH009667,SP0105,279,196100.0,0.1
CT0039585,DH009667,SP0038,262,1113700.0,0.05
CT0039586,DH009112,SP0044,122,1422000.0,0.0
CT0039587,DH009112,SP0114,288,109000.0,0.0
CT0039588,DH009112,SP0014,131,763000.0,0.0
CT0039589,DH009112,SP0131,150,38000.0,0.0
CT0039590,DH010850,SP0179,5,278000.0,0.1
CT0039591,DH010850,SP0137,1,1093000.0,0.05
CT0039592,DH008198,SP0026,322,118000.0,0.15
CT0039593,DH008198,SP0144,327,231000.0,0.05
CT0039594,DH008198,SP0027,308,93000.0,0.0
CT0039595,DH008198,SP0205,69,488000.0,0.0
CT0039596,DH008198,SP0065,140,930000.0,0.1
CT0039597,DH008198,SP0183,217,170000.0,0.05
CT0039598,DH008198,SP0154,182,31000.0,0.0
CT0039599,DH008198,SP0055,249,297000.0,0.0
CT0039600,DH006352,SP0182,7,150000.0,0.05
CT0039601,DH006066,SP0089,63,207000.0,0.1
CT0039602,DH006066,SP0181,231,852000.0,0.15
CT0039603,DH006066,SP0184,170,293000.0,0.0
CT0039604,DH006066,SP0160,291,91000.0,0.15
CT0039605,DH004444,SP0146,5,122800.0,0.15
CT0039606,DH004444,SP0047,5,170800.0,0.0
CT0039607,DH001807,SP0128,239,263000.0,0.1
CT0039608,DH001807,SP0002,206,33000.0,0.05
CT0039609,DH001807,SP0146,220,134000.0,0.15
CT0039610,DH001807,SP0105,292,219000.0,0.1
CT0039611,DH005856,SP0151,3,242000.0,0.05
CT0039612,DH005856,SP0046,4,34000.0,0.0
CT0039613,DH005856,SP0041,3,1377000.0,0.05
CT0039614,DH010460,SP0145,6,170500.0,0.05
CT0039615,DH010460,SP0025,7,35200.0,0.0
CT0039616,DH010460,SP0206,10,41700.0,0.0
CT0039617,DH001244,SP0213,4,31000.0,0.0
CT0039618,DH001244,SP0157,10,340000.0,0.0
CT0039619,DH006963,SP0024,113,104000.0,0.05
CT0039620,DH006963,SP0053,141,288000.0,0.0
CT0039621,DH006963,SP0186,129,1126000.0,0.0
CT0039622,DH006963,SP0134,112,197000.0,0.05
CT0039623,DH006963,SP0062,299,326000.0,0.0
CT0039624,DH006963,SP0106,213,265000.0,0.1
CT0039625,DH002068,SP0033,9,106700.0,0.05
CT0039626,DH005125,SP0115,132,27000.0,0.0
CT0039627,DH005125,SP0132,287,493000.0,0.1
CT0039628,DH005125,SP0073,164,135000.0,0.05
CT0039629,DH005125,SP0060,232,26000.0,0.0
CT0039630,DH010715,SP0051,5,333000.0,0.05
CT0039631,DH010715,SP0157,10,340000.0,0.15
CT0039632,DH009317,SP0181,280,852000.0,0.0
CT0039633,DH009317,SP0128,237,263000.0,0.1
CT0039634,DH009317,SP0159,203,755000.0,0.0
CT0039635,DH010906,SP9008,275,195000.0,0.05
CT0039636,DH010906,SP0125,280,289000.0,0.15
CT0039637,DH010906,,327,202000.0,0.0
CT0039638,DH002364,SP0040,2,258000.0,0.0
CT0039639,DH002364,SP0204,7,1413000.0,0.0
CT0039640,DH000554,SP0200,9,486600.0,0.05
CT0039641,DH007943,SP0133,5,255000.0,0.15
CT0039642,DH007943,SP0167,4,38000.0,0.05
CT0039643,DH007943,SP0056,5,56000.0,0.15
CT0039644,DH009134,SP0030,162,1105000.0,0.1
CT0039645,DH009134,SP0156,168,138000.0,0.05
CT0039646,DH009134,,74,108000.0,0.0
CT0039647,DH006713,SP0174,3,855000.0,0.05
CT0039648,DH004595,SP0111,78,52000.0,0.0
CT0039649,DH004595,SP0169,162,922000.0,0.0
CT0039650,DH004595,SP0218,62,193000.0,0.05
CT0039651,DH004595,SP0205,68,488000.0,0.0
CT0039652,DH004595,SP0021,208,46000.0,0.0
CT0039653,DH009564,SP0168,167,27000.0,0.15
CT0039654,DH009564,SP0024,286,104000.0,0.05
CT0039655,DH009564,SP0136,144,1019000.0,0.0
CT0039656,DH009564,SP0091,118,59000.0,0.05
CT0039657,DH009564,SP0137,244,1093000.0,0.1
CT0039658,DH009564,SP0172,284,803000.0,0.05
CT0039659,DH007880,SP0177,5,289000.0,0.0
CT0039660,DH007880,SP0200,2,523000.0,0.0
CT0039661,DH007717,SP0116,5,714000.0,0.1
CT0039662,DH002560,SP0096,108,48100.0,0.05
CT0039663,DH002560,SP0194,299,155000.0,0.0
CT0039664,DH002560,SP0051,145,287100.0,0.0
CT0039665,DH007654,SP0168,194,27000.0,0.05
CT0039666,DH007654,SP0035,209,1000000.0,0.15
CT0039667,DH007654,SP0063,230,108000.0,0.0
CT0039668,DH007654,SP0182,198,150000.0,0.1
CT0039669,DH007654,SP0118,230,242000.0,0.0
CT0039670,DH009284,SP0001,74,38000.0,0.05
CT0039671,DH009284,SP0008,140,1434000.0,0.0
CT0039672,DH009284,SP0154,84,31000.0,0.0
CT0039673,DH009284,SP0061,107,251000.0,0.0
CT0039674,DH009284,SP0024,64,104000.0,0.0
CT0039675,DH009284,SP0036,282,274000.0,0.15
CT0039676,DH009284,SP0183,97,170000.0,0.0
CT0039677,DH011497,SP0035,267,1000000.0,0.05
CT0039678,DH011497,SP0016,282,978000.0,0.0
CT0039679,DH011497,SP0031,154,52000.0,0.0
CT0039680,DH011497,SP0071,63,900000.0,0.0
CT0039681,DH011497,SP0146,228,134000.0,0.15
CT0039682,DH011497,SP0116,191,714000.0,0.1
CT0039683,DH011497,SP0082,277,1015000.0,0.15
CT0039684,DH011497,SP0095,196,117000.0,0.15
CT0039685,DH011054,SP0171,284,26000.0,0.15
CT0039686,DH011054,SP0077,171,195000.0,0.0
CT0039687,DH011054,SP0133,113,255000.0,0.1
CT0039688,DH011054,SP0200,129,523000.0,0.05
CT0039689,DH011054,SP9004,124,782000.0,0.0
CT0039690,DH011054,SP0175,111,26000.0,0.0
CT0039691,DH011054,SP0130,281,331000.0,0.05
CT0039692,DH006286,SP0178,6,237300.0,0.0
CT0039693,DH009683,SP0162,2,210600.0,0.0
CT0039694,DH009683,SP0133,1,226500.0,0.05
CT0039695,DH009683,SP0109,5,917200.0,0.05
CT0039696,DH001798,SP0049,3,237000.0,0.0
CT0039697,DH001798,SP0116,1,714000.0,0.0
CT0039698,DH001798,SP0011,4,36000.0,0.0
CT0039699,DH005448,SP0092,5,41000.0,0.15
CT0039700,DH002541,SP0160,144,73900.0,0.0
CT0039701,DH002541,SP0088,97,119300.0,0.0
CT0039702,DH002541,SP0161,186,104000.0,0.05
CT0039703,DH002541,SP0057,101,271200.0,0.0
CT0039704,DH002541,SP0195,288,294400.0,0.15
CT0039705,DH002541,SP0106,280,287100.0,0.0
CT0039706,DH003372,SP9013,6,47000.0,0.0
CT0039707,DH003372,SP0057,7,306000.0,0.1
CT0039708,DH003372,SP0098,7,138000.0,0.1
CT0039709,DH007848,SP0071,208,900000.0,0.05
CT0039710,DH007848,SP0048,108,54000.0,0.0
CT0039711,DH007848,SP0079,280,27000.0,0.15
CT0039712,DH007848,SP0208,175,145000.0,0.0
CT0039713,DH007848,SP0109,278,1045000.0,0.1
CT0039714,DH007848,SP0038,88,1190000.0,0.0
CT0039715,DH007848,SP0010,81,1008000.0,0.0
CT0039716,DH002443,SP0061,325,251000.0,0.0
CT0039717,DH002443,SP0065,252,930000.0,0.0
CT0039718,DH002443,SP0199,70,165000.0,0.1
CT0039719,DH002443,SP0171,184,26000.0,0.0
CT0039720,DH002443,SP0026,335,118000.0,0.05
CT0039721,DH002443,SP0098,61,138000.0,0.15
CT0039722,DH002443,SP0052,145,37000.0,0.15
CT0039723,DH002443,SP0057,64,306000.0,0.0
CT0039724,DH005520,SP0194,194,188000.0,0.15
CT0039725,DH005520,SP9012,178,251000.0,0.1
CT0039726,DH005520,SP0086,250,229000.0,0.05
CT0039727,DH005520,SP0118,264,242000.0,0.0
CT0039728,DH005520,SP0059,173,782000.0,0.0
CT0039729,DH005520,SP0179,187,278000.0,0.0
CT0039730,DH005520,SP0110,285,51000.0,0.1
CT0039731,DH005520,SP0211,342,265000.0,0.0
CT0039732,DH000536,SP0128,2,228000.0,0.0
CT0039733,DH000536,SP0179,3,318100.0,0.15
CT0039734,DH000536,SP9001,10,284400.0,0.05
CT0039735,DH007737,SP0199,190,165000.0,0.0
CT0039736,DH007737,SP0076,148,112000.0,0.0
CT0039737,DH007737,SP0054,129,175000.0,0.1
CT0039738,DH007737,SP0044,93,1422000.0,0.05
CT0039739,DH007737,SP0094,64,187000.0,0.15
CT0039740,DH007737,SP0081,234,40000.0,0.0
CT0039741,DH007737,SP0139,124,257000.0,0.0
CT0039742,DH006851,SP0053,158,288000.0,0.0
CT0039743,DH006851,SP0130,87,331000.0,0.05
CT0039744,DH006851,SP0128,206,263000.0,0.15
CT0039745,DH006851,SP0205,195,488000.0,0.15
CT0039746,DH006851,SP0022,98,1403000.0,0.15
CT0039747,DH006851,SP0207,142,26000.0,0.0
CT0039748,DH006851,SP0124,158,96000.0,0.0
CT0039749,DH007316,SP0220,4,58800.0,0.0
CT0039750,DH005392,SP0173,264,169000.0,0.15
CT0039751,DH005392,SP0020,229,125000.0,0.0
CT0039752,DH005392,SP0019,261,197000.0,0.0
CT0039753,DH005392,SP0023,144,215000.0,0.15
CT0039754,DH005392,SP0131,151,38000.0,0.0
CT0039755,DH005392,SP0085,90,135000.0,0.1
CT0039756,DH004290,SP0072,7,719000.0,0.0
CT0039757,DH003830,SP0104,257,1251000.0,0.15
CT0039758,DH003830,SP0036,199,274000.0,0.1
CT0039759,DH003830,SP0024,109,104000.0,0.05
CT0039760,DH003830,SP0062,97,326000.0,0.1
CT0039761,DH003830,SP0003,174,59000.0,0.0
CT0039762,DH003830,SP0088,205,128000.0,0.1
CT0039763,DH003830,SP0093,167,1218000.0,0.1
CT0039764,DH003830,SP0190,157,39000.0,0.0
CT0039765,DH002959,SP0059,284,782000.0,0.1
CT0039766,DH002959,SP0025,173,32000.0,0.0
CT0039767,DH002959,SP0216,256,101000.0,0.05
CT0039768,DH002959,SP0085,125,135000.0,0.1
