MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH009119,KH0246,08/12/2025 19:04:00,Showroom,NV05,Đã giao
DH000485,KH0277,19/01/2025 17:59:00,Ban le,NV22,Đã giao
DH000373,KH0155,19/06/2026 15:45:00,Đại lý,NV15,Đã giao
DH006089,KH0449,04/10/2025 02:38:00,Showroom,NV21,Đã giao
DH000836,KH0194,25/06/2026 10:07:00,Showroom,NV25,Đã giao
DH004086,KH0402,16/11/2025 08:32:00,Đại lý,NV04,Đã giao
DH009355,KH0353,02/02/2025 20:48:00,Showroom,NV13,Đã giao
DH009929,KH0049,09/12/2025 21:01:00,Đại lý,NV12,Đã giao
DH004037,KH0377,30/06/2026 14:39:00,Showroom,NV25,Đã giao
DH011142,KH0442,01/08/2025 02:41:00,Showroom,NV01,Đang xử lý
DH008697,KH0249,10/09/2025 19:47:00,Showroom,NV21,Đang xử lý
DH007319,KH0383,05/01/2025 02:43:00,TMĐT - Tiki,NV05,Đã giao
DH001541,KH0364,30/09/2024 14:03:00,Showroom,NV30,Đã giao
DH011548,KH0314,11/11/2024 10:06:00,Showroom,NV13,Đã giao
DH011128,KH0239,14/06/2025 01:03:00,Ban le,NV02,Đã hủy
DH005803,KH0303,14/06/2025 04:51:00,Sàn Lazada,NV12,Đã giao
DH000557,KH0193,12/05/2025 17:32:00,TMĐT - Tiki,NV14,Đã giao
DH007445,KH0199,29/09/2025 21:31:00,Ban le,NV17,Đã hủy
DH001218,KH0122,27/08/2024 12:03:00,Showroom,NV26,Đã giao
DH011982,KH0081,05/12/2024 21:51:00,Lazada,NV18,Đã giao
DH007954,KH0396,08/12/2025 17:45:00,Đại lý,NV04,Đã hủy
DH008738,KH0250,31/12/2025 13:06:00,Showroom,NV23,Trả hàng
DH009151,KH0292,04/08/2024 12:22:00,Showroom,NV26,Đã giao
DH001824,KH0189,13/09/2024 16:40:00,TMĐT - Tiki,NV16,Đã giao
DH005320,KH0391,22/08/2024 15:07:00,Đại lý,NV04,Đã giao
DH007077,KH0075,29/05/2026 22:53:00,TMĐT - Tiki,NV24,Đã giao
DH007448,KH0120,28/07/2025 20:59:00,Sàn Lazada,NV17,Đã giao
DH006762,KH0228,23/10/2024 01:22:00,Đại lý,NV03,Đã giao
DH002612,KH0084,10/04/2026 09:32:00,Ban le,NV27,Đã giao
DH007070,KH0039,28/04/2025 14:03:00,Lazada,NV10,Đã giao
DH004301,KH0237,28/02/2025 08:09:00,Sàn Shopee,NV06,Đang xử lý
DH010355,KH0228,07/04/2025 22:29:00,Sàn Lazada,NV16,Đã giao
DH003407,KH0213,08/01/2025 20:49:00,Sàn Shopee,NV08,Đang xử lý
DH008584,KH0148,09/09/2025 22:20:00,Đại lý,NV26,Đã giao
DH010214,KH0271,27/04/2026 06:09:00,TMĐT - Tiki,NV28,Đã giao
DH000683,KH0220,25/04/2026 01:09:00,Shopee,NV29,Đã giao
DH009890,KH0446,20/06/2025 15:59:00,Đại lý,NV30,Đã giao
DH011033,KH0052,2026-06-29 13:54:00,TMĐT - Tiki,NV23,Đã giao
DH000234,KH0262,28/04/2026 10:45:00,Showroom,NV07,Đang xử lý
DH009427,KH0265,06/10/2025 11:58:00,TMĐT - Tiki,NV22,Đã hủy
DH006156,KH0391,25/10/2025 19:02:00,Lazada,NV27,Đã giao
DH008273,KH0402,19/03/2026 02:00:00,Sàn Shopee,NV03,Đã giao
DH010276,KH0314,04/04/2026 21:47:00,TMĐT - Tiki,NV29,Đã giao
DH008681,KH0053,26/12/2024 09:32:00,Đại lý,NV10,Đã giao
DH009940,KH0404,17/12/2024 08:39:00,Đại lý,NV10,Đã giao
DH006932,KH0079,06/09/2024 07:11:00,Đại lý,NV30,Đang xử lý
DH005278,KH0002,02/09/2025 11:29:00,Lazada,NV29,Đang xử lý
DH010074,KH0249,08/10/2025 20:50:00,Đại lý,NV09,Đã giao
DH001998,KH0306,21/09/2025 10:24:00,Showroom,NV18,Đã giao
DH010111,KH0442,21/03/2025 05:52:00,Sàn Shopee,NV03,Đã giao
DH008505,KH0139,17/07/2026 06:25:00,Đại lý,NV01,Đã giao
DH008950,KH0089,2025-07-12 20:03:00,Sàn Shopee,NV01,Đã giao
DH008576,KH0424,25/06/2026 17:58:00,Sàn Lazada,NV23,Đã giao
DH005326,KH0314,29/11/2025 23:21:00,Showroom,NV28,Đã hủy
DH005899,KH0189,11/11/2025 13:07:00,Shopee,NV03,Đã giao
DH005578,KH0384,27/09/2025 21:32:00,Showroom,NV08,Đã giao
DH008418,KH0447,04/04/2026 22:24:00,Sàn Shopee,NV26,Đã giao
DH001093,KH0051,15/09/2024 04:05:00,Showroom,NV09,Đã giao
DH010873,KH0391,11/04/2025 12:18:00,Showroom,NV05,Đã giao
DH001758,KH9013,15/09/2024 00:04:00,TMĐT - Tiki,NV21,Trả hàng
DH008585,KH0367,29/01/2025 04:29:00,Đại lý,NV13,Đã giao
DH001647,KH0140,2024-11-25 02:18:00,Ban le,NV27,Đã giao
DH005775,KH0267,21/12/2025 18:05:00,Lazada,NV19,Đã giao
DH000028,KH0262,16/03/2026 19:46:00,Bán lẻ,NV07,Đã giao
DH001542,KH0389,10/06/2026 19:40:00,Shopee,NV06,Đã giao
DH000843,KH0442,15/01/2026 19:47:00,Bán lẻ,NV26,Đã giao
DH003431,KH0285,17/11/2025 07:24:00,TMĐT - Tiki,NV01,Đang xử lý
DH002087,KH0232,11/08/2025 02:45:00,Shopee,NV11,Đã giao
DH004998,KH0391,15/08/2025 06:39:00,Ban le,NV03,Trả hàng
DH005199,KH0391,24/08/2025 14:58:00,Showroom,NV27,Đã giao
DH010984,KH0077,31/10/2025 10:02:00,TMĐT - Tiki,NV07,Đã giao
DH011883,KH0141,24/11/2025 07:50:00,Sàn Shopee,NV03,Đã giao
DH010558,KH0442,20/09/2024 10:55:00,Lazada,NV16,Đã giao
DH005229,KH0442,25/08/2025 11:46:00,Lazada,NV22,Đã giao
DH008113,KH0151,26/11/2024 00:16:00,Ban le,NV12,Đã giao
DH008167,KH0246,14/03/2025 02:55:00,Sàn Shopee,NV03,Đã giao
DH004818,KH0306,26/08/2025 12:44:00,Showroom,NV05,Đã giao
DH001680,KH0003,19/04/2025 17:48:00,TMĐT - Tiki,NV14,Đang xử lý
DH006755,KH0231,11/07/2025 21:03:00,Lazada,NV22,Đã giao
DH002657,KH0387,29/11/2025 10:33:00,TMĐT - Tiki,NV13,Đã giao
DH002797,KH0227,17/05/2026 16:15:00,Đại lý,NV06,Đang xử lý
DH003479,KH0347,09/04/2025 15:29:00,Ban le,NV25,Mới
DH006384,KH0241,15/06/2026 23:47:00,Ban le,NV08,Đã giao
DH008154,KH0035,08/07/2025 11:49:00,Ban le,NV13,Đã giao
DH003186,KH0037,22/02/2025 10:53:00,Sàn Shopee,NV14,Đã giao
DH008134,KH0447,06/01/2025 13:49:00,Đại lý,NV25,Đã giao
DH001051,KH0070,03/07/2025 14:12:00,Đại lý,NV15,Đang xử lý
DH001519,KH0379,13/02/2025 06:21:00,Shopee,NV01,Đã giao
DH010149,KH0096,30/08/2025 00:51:00,TMĐT - Tiki,NV07,Đã giao
DH004703,KH0215,09/08/2024 23:53:00,Showroom,NV04,Đã giao
DH011013,KH0246,13/10/2025 17:21:00,Showroom,NV14,Đã giao
DH010079,KH0227,30/05/2025 17:38:00,Lazada,NV15,Đã hủy
DH003210,KH0116,08/12/2024 11:06:00,Sàn Shopee,NV21,Đã giao
DH003405,KH0314,16/04/2026 01:10:00,Sàn Lazada,NV16,Đã giao
DH009649,,19/11/2025 04:02:00,TMĐT - Tiki,NV16,Đã giao
DH011750,KH0179,25/01/2025 02:54:00,Đại lý,NV14,Đã giao
DH005071,KH0412,28/05/2025 10:49:00,Bán lẻ trực tiếp,NV25,Đã giao
DH002215,KH0035,13/05/2025 11:00:00,Sàn Lazada,NV05,Đã giao
DH010880,KH0442,13/06/2025 19:33:00,TMĐT - Lazada,NV29,Đã giao
DH008379,KH0442,21/06/2026 13:01:00,TMĐT - Tiki,NV11,Đã giao
DH005271,KH0199,15/11/2025 08:31:00,Sàn Shopee,NV13,Đã giao
DH008186,KH0056,16/04/2025 16:03:00,Showroom,NV30,Đã hủy
DH001003,KH0404,26/10/2024 04:23:00,Ban le,NV12,Đã giao
DH003363,KH0043,08/04/2026 03:56:00,Ban le,NV11,Đã giao
DH000942,KH0305,10/05/2026 16:51:00,Showroom,NV22,Đã giao
DH003650,KH0248,10/10/2025 04:51:00,Showroom,NV25,Đã giao
DH008454,KH0413,14/02/2026 01:09:00,TMĐT - Tiki,NV22,Đã giao
DH000102,KH0396,06/10/2025 14:55:00,Showroom,NV27,Mới
DH001079,KH0365,03/12/2025 03:35:00,TMĐT - Tiki,NV14,Trả hàng
DH004222,KH0034,24/08/2025 19:29:00,Sàn Shopee,NV08,Đã giao
DH007150,KH0262,11/02/2026 18:22:00,Bán lẻ,NV23,Đã giao
DH9900160,KH0367,14/10/2024 05:34:00,Shopee,NV12,Đã giao
DH000199,KH0402,04/10/2025 00:29:00,Đại lý,NV09,Đã giao
DH003404,KH0272,17/04/2026 12:50:00,Bán lẻ,NV14,Đã giao
DH007024,KH0266,2025-05-05 19:30:00,Showroom,NV12,Đã giao
DH005879,KH0070,15/04/2026 16:29:00,TMĐT - Tiki,NV28,Đang xử lý
DH002424,KH0391,16/05/2025 13:30:00,Bán lẻ,NV20,Đã giao
DH001355,KH0204,09/10/2025 18:31:00,Ban le,NV16,Đã giao
DH008637,KH0127,22/10/2024 04:52:00,TMĐT - Tiki,NV23,Đã hủy
DH011893,,05/02/2025 11:32:00,Bán lẻ,NV20,Đã giao
DH002468,KH0355,06/01/2025 00:25:00,Bán lẻ,NV12,Đã giao
DH001826,KH0242,19/05/2025 22:00:00,Đại lý,NV25,Đã giao
DH005539,KH0197,13/09/2025 04:17:00,Showroom,NV20,Đã giao
DH002714,KH0130,26/03/2026 15:27:00,Showroom,NV11,Đã giao
DH007086,KH0359,28/05/2025 13:22:00,Lazada,NV22,Đã giao
DH003718,KH0028,27/11/2025 00:34:00,Showroom,NV13,Đã giao
DH003660,KH0391,16/06/2026 05:22:00,Showroom,NV19,Đang xử lý
DH006046,KH0201,25/12/2025 12:32:00,TMĐT - Tiki,NV27,Đã giao
DH011389,KH0056,19/12/2025 21:42:00,Ban le,NV03,Đã giao
DH006899,,11/10/2024 07:41:00,Ban le,NV07,Đã hủy
DH007001,KH0367,05/04/2026 13:56:00,Đại lý,NV26,Đang xử lý
DH006314,KH0391,24/04/2025 05:43:00,TMĐT - Shopee,NV16,Đang xử lý
DH005475,KH0377,21/09/2024 06:00:00,Shopee,NV19,Đã giao
DH010517,KH0049,18/04/2026 19:03:00,TMĐT - Tiki,NV21,Đang xử lý
DH009098,KH0365,06/01/2026 09:28:00,TMĐT - Tiki,NV02,Đã giao
DH009404,KH0147,19/08/2024 09:36:00,Đại lý,NV10,Đã giao
DH006455,KH0199,04/03/2026 19:46:00,Bán lẻ trực tiếp,NV19,Đã giao
DH009804,KH0063,25/10/2025 18:43:00,TMĐT - Lazada,NV13,Đã giao
DH007328,KH0227,08/02/2025 23:34:00,Showroom,NV12,Đã giao
DH002830,KH0353,12/04/2026 08:07:00,Ban le,NV24,Đã hủy
DH008784,KH0089,03/24/2026 22:07:00,Sàn Shopee,NV12,Đã giao
DH005878,KH0246,04/06/2025 22:38:00,Ban le,NV18,Đã hủy
DH010319,KH0404,06/05/2025 09:56:00,Showroom,NV23,Đã giao
DH008872,KH0163,11/07/2025 11:49:00,TMĐT - Tiki,NV12,Đã giao
DH004306,KH0227,2025-11-29 09:39:00,Sàn Shopee,NV15,Đang xử lý
DH002884,KH0246,17/09/2024 21:54:00,TMĐT - Tiki,NV12,Mới
DH001802,KH0445,18/07/2026 12:27:00,Showroom,NV27,Đã giao
DH000018,KH0140,03/12/2024 03:47:00,TMĐT - Tiki,NV21,Đã giao
DH008453,KH0306,09/08/2025 09:15:00,Bán lẻ,NV23,Đang xử lý
DH002037,KH0054,16/09/2025 23:25:00,Lazada,NV29,Đã giao
DH003748,KH0012,26/10/2025 01:23:00,Lazada,NV17,Đã giao
DH002148,KH0004,10/04/2025 18:52:00,Shopee,NV27,Đang xử lý
DH007863,KH0262,26/05/2025 05:10:00,Bán lẻ,NV29,Đã giao
DH000321,KH0385,27/05/2026 14:11:00,Đại lý,NV14,Đã giao
DH003666,KH0034,05/07/2026 10:48:00,Shopee,NV07,Đã giao
DH011309,KH0231,20/10/2025 02:07:00,Bán lẻ,NV24,Đã hủy
DH000704,,23/10/2025 09:30:00,Ban le,NV29,Đã giao
DH007343,KH0293,2024-11-02 09:37:00,Sàn Shopee,NV15,Mới
DH000380,KH0011,08/08/2025 15:40:00,Showroom,NV26,Đã giao
DH009534,KH0155,12/03/2026 07:38:00,Bán lẻ,NV14,Đã giao
DH005948,KH0183,29/05/2026 10:22:00,Showroom,NV17,Đã giao
DH001378,KH0326,01/12/2024 03:35:00,TMĐT - Tiki,NV30,Đã giao
DH011231,KH0035,09/12/2025 21:43:00,Đại lý,NV10,Đã giao
DH011494,,30/08/2024 04:06:00,TMĐT - Tiki,NV14,Đã giao
DH008324,KH0239,29/08/2024 03:39:00,Đại lý,NV13,Đã giao
DH001897,KH0116,02/07/2026 11:40:00,Sàn Shopee,NV08,Đã giao
DH007849,KH0227,06/07/2026 00:55:00,Sàn Lazada,NV25,Đã giao
DH009425,KH0391,17/04/2026 14:45:00,Lazada,NV24,Đã giao
DH002643,KH0327,10/11/2024 13:43:00,TMĐT - Tiki,NV03,Đang xử lý
DH002831,KH0140,30/07/2026 17:05:00,Ban le,NV27,Trả hàng
DH001337,KH0227,24/05/2025 18:36:00,Đại lý,NV21,Mới
DH001057,KH0248,04/07/2026 00:45:00,Sàn Shopee,NV21,Đã giao
DH011450,KH0365,08/10/2025 03:38:00,Đại lý,NV13,Đã hủy
DH007041,KH9001,23/03/2025 10:26:00,Đại lý,NV02,Đã giao
DH002685,KH0088,04/09/2025 05:05:00,Đại lý,NV22,Đã giao
DH010737,KH0089,05/11/2025 08:27:00,Ban le,NV02,Đã giao
DH009858,KH0035,19/12/2025 12:12:00,Sàn Lazada,NV13,Đã giao
DH003615,KH0258,09/12/2024 02:32:00,Shopee,NV17,Đang xử lý
DH010713,KH0273,21/06/2026 17:43:00,TMĐT - Shopee,NV30,Đã giao
DH002709,KH0046,24/03/2026 22:08:00,Shopee,NV05,Đã giao
DH001026,KH0035,06/10/2024 22:16:00,Sàn Lazada,NV22,Đã giao
DH002951,KH0311,14/06/2025 02:48:00,Ban le,NV01,Đã giao
DH010938,KH0073,04/11/2025 03:56:00,TMĐT - Tiki,NV14,Đã giao
DH003524,KH0350,03/11/2025 19:53:00,Lazada,NV30,Đang xử lý
DH002247,KH0359,11/01/2026 13:38:00,Đại lý,NV25,Đã giao
DH011106,KH0151,08/01/2025 10:36:00,Sàn Shopee,NV01,Đã giao
DH011881,KH0242,01/08/2024 23:55:00,Showroom,NV22,Đã giao
DH003908,KH0105,04/03/2026 08:35:00,Đại lý,NV26,Đã giao
DH007270,KH0238,23/11/2024 03:24:00,TMĐT - Shopee,NV15,Đã giao
DH002245,KH0113,25/05/2025 21:15:00,Sàn Lazada,NV19,Đã giao
DH004756,KH0262,19/08/2024 19:15:00,Ban le,NV12,Đã giao
DH002687,KH0323,12/10/2025 06:25:00,Sàn Shopee,NV20,Đã giao
DH010061,KH0179,22/07/2025 01:22:00,TMĐT - Tiki,NV04,Đã giao
DH009988,KH0253,01/02/2025 04:56:00,TMĐT - Tiki,NV28,Đã giao
DH008299,KH0262,18/11/2025 10:55:00,TMĐT - Tiki,NV10,Đã hủy
DH010267,KH0417,08/11/2024 06:54:00,Đại lý,NV02,Trả hàng
DH004830,KH0285,11/06/2026 10:24:00,Sàn Lazada,NV13,Đã giao
DH009060,KH0056,30/09/2024 17:50:00,Shopee,NV18,Mới
DH011408,KH0257,2025-01-04 05:13:00,Shopee,NV07,Đã giao
DH000783,KH0404,12/05/2026 04:00:00,Đại lý,NV01,Đã giao
DH001209,KH0141,26/11/2025 17:12:00,TMĐT - Shopee,NV15,Đã giao
DH005823,KH0199,2025-08-17 23:00:00,Shopee,NV13,Đã giao
DH003163,KH0391,25/06/2025 18:13:00,TMĐT - Tiki,NV27,Đã giao
DH001155,KH0298,2025-10-29 12:30:00,Sàn Shopee,NV19,Đã giao
DH005547,KH0070,17/10/2025 19:38:00,Sàn Shopee,NV16,Đang xử lý
DH000535,KH0242,12/08/2025 17:10:00,TMĐT - Tiki,NV20,Đã giao
DH004805,KH0003,10/03/2025 10:36:00,Lazada,NV30,Đã giao
DH011268,KH0201,27/05/2025 15:23:00,TMĐT - Tiki,NV18,Đã giao
DH006756,KH0179,04/06/2025 03:39:00,Showroom,NV03,Đã giao
DH000425,KH0116,30/05/2026 14:24:00,Shopee,NV07,Đã giao
DH010289,KH0262,07/09/2024 09:11:00,TMĐT - Tiki,NV28,Đã giao
DH005597,KH0447,06/11/2025 20:37:00,Sàn Shopee,NV26,Đã giao
DH009551,KH0314,02/01/2025 07:32:00,Lazada,NV09,Đã giao
DH011207,KH0388,06/03/2025 17:17:00,Showroom,NV14,Đã giao
DH005006,KH0012,30/09/2025 17:41:00,Đại lý,NV09,Đã giao
DH005219,KH0386,28/01/2026 02:39:00,Lazada,NV08,Đã giao
DH002918,KH0366,01/05/2025 13:22:00,Lazada,NV30,Đã giao
DH008922,KH0056,15/09/2024 00:58:00,Sàn Lazada,NV01,Đã giao
DH009800,KH0249,11/11/2025 19:31:00,TMĐT - Tiki,NV06,Đã giao
DH010874,KH0241,15/06/2026 03:31:00,Showroom,NV18,Đã giao
DH003300,KH0193,24/12/2025 06:27:00,Lazada,NV08,Đã hủy
DH010141,KH0299,09/06/2025 17:13:00,TMĐT - Tiki,NV23,Đã giao
DH010853,KH0108,2026-06-02 17:56:00,Shopee,NV16,Đã giao
DH000075,KH0116,30/05/2026 18:58:00,Lazada,NV27,Đã giao
DH000747,KH0017,27/10/2024 09:53:00,Sàn Lazada,NV18,Đã giao
DH011500,KH0179,18/10/2025 21:06:00,Lazada,NV09,Đã giao
DH002783,,26/07/2026 11:52:00,Sàn Shopee,NV08,Đã giao
DH000594,KH0227,29/12/2025 09:38:00,TMĐT - Tiki,NV07,Đã giao
DH002785,KH0442,30/12/2024 22:55:00,Bán lẻ,NV24,Đã giao
DH003820,KH0262,01/02/2025 23:38:00,Showroom,NV14,Đã giao
DH007300,KH0413,05/12/2025 01:40:00,Lazada,NV14,Đã giao
DH000756,KH0446,16/02/2026 22:41:00,Shopee,NV08,Đang xử lý
DH005193,KH0002,22/02/2025 18:15:00,Sàn Lazada,NV15,Đã giao
DH008548,KH0421,01/07/2026 19:52:00,Showroom,NV15,Mới
DH002704,KH0306,17/07/2025 16:48:00,Đại lý,NV05,Đã giao
DH002357,KH0442,05/02/2025 15:05:00,Showroom,NV29,Đã giao
DH000052,KH0081,22/10/2024 11:22:00,Ban le,NV20,Đã giao
DH006060,KH0390,21/08/2025 13:40:00,Lazada,NV30,Đã giao
DH007986,KH0227,03/02/2026 16:30:00,Đại lý,NV26,Trả hàng
DH007329,KH0420,27/06/2025 08:04:00,TMĐT - Tiki,NV09,Đang xử lý
DH008110,KH0158,01/06/2026 10:15:00,TMĐT - Tiki,NV10,Trả hàng
DH005203,KH0281,09/06/2026 15:10:00,Đại lý,NV09,Đã giao
DH001786,KH0070,10/04/2025 14:03:00,TMĐT - Tiki,NV09,Đã giao
DH003059,KH0070,31/05/2025 23:41:00,Đại lý,NV25,Mới
DH002275,,23/11/2024 13:15:00,Bán lẻ,NV24,Đã giao
DH009193,KH0439,29/08/2025 10:30:00,TMĐT - Tiki,NV11,Đã giao
DH9900002,KH0201,11/01/2025 03:08:00,TMĐT - Tiki,NV22,Đã giao
DH008892,KH0035,05/12/2024 05:30:00,Sàn Lazada,NV01,Đã giao
DH007937,KH0315,09/08/2024 18:44:00,Sàn Lazada,NV05,Đã giao
DH004966,KH0034,07/06/2025 17:40:00,Showroom,NV25,Trả hàng
DH007370,KH0447,30/09/2024 22:05:00,Sàn Shopee,NV06,Đang xử lý
DH005025,KH0365,24/09/2024 19:36:00,TMĐT - Shopee,NV26,Đã giao
DH008138,KH0367,11/11/2025 22:43:00,Lazada,NV04,Đã giao
DH009492,KH0276,06/11/2024 02:31:00,TMĐT - Tiki,NV13,Đã giao
DH007777,KH0262,19/10/2024 23:51:00,Đại lý,NV15,Đã giao
DH009437,KH0132,05/09/2024 04:25:00,Lazada,NV25,Đã hủy
DH005141,KH0071,06/04/2026 03:23:00,TMĐT - Tiki,NV14,Đã giao
DH000727,KH0215,12/09/2025 00:18:00,Đại lý,NV10,Đã giao
DH000920,KH0337,19/01/2025 00:20:00,Lazada,NV02,Đã giao
DH008120,KH0307,04/04/2026 07:34:00,Showroom,NV05,Đã hủy
DH011808,KH0183,02/16/2026 06:41:00,Lazada,NV30,Đã giao
DH003365,KH0070,15/01/2026 10:15:00,Showroom,NV15,Đã giao
DH010384,KH0386,28/12/2025 21:05:00,Bán lẻ,NV24,Đang xử lý
DH003483,KH0330,17/09/2025 22:53:00,Showroom,NV11,Đã giao
DH007549,KH0141,25/01/2026 03:41:00,Showroom,NV09,Đã hủy
DH007810,KH0442,06/03/2025 03:08:00,Showroom,NV10,Đã giao
DH006471,KH0442,13/07/2026 20:33:00,TMĐT - Tiki,NV08,Đang xử lý
DH001642,KH0406,28/05/2025 07:25:00,Bán lẻ,NV27,Đã giao
DH004686,KH0198,21/05/2025 18:18:00,Sàn Lazada,NV10,Đã hủy
DH001983,KH0183,16/04/2025 21:34:00,Showroom,NV14,Đã giao
DH9900031,KH0303,14/06/2025 04:51:00,Lazada,NV12,Đã giao
DH009273,KH0004,07/01/2026 18:37:00,Đại lý,NV26,Đã giao
DH006586,KH0258,11/04/2025 07:42:00,Lazada,NV13,Mới
DH010475,KH0010,22/04/2026 05:24:00,TMĐT - Tiki,NV09,Đã giao
DH009319,KH0012,24/06/2025 21:09:00,TMĐT - Lazada,NV12,Đang xử lý
DH007683,KH0397,11/01/2025 09:57:00,Sàn Lazada,NV06,Đã giao
DH011495,KH0162,16/09/2025 03:07:00,Ban le,NV22,Đã giao
DH005830,KH0374,2024-11-21 02:25:00,Sàn Lazada,NV10,Đã giao
DH011742,KH0409,14/02/2025 07:33:00,Đại lý,NV16,Đã giao
DH005479,KH0281,04/11/2025 04:59:00,Lazada,NV14,Đã giao
DH006447,KH0389,22/01/2025 22:29:00,Đại lý,NV12,Đã giao
DH003308,KH0257,25/03/2026 03:59:00,TMĐT - Tiki,NV15,Đã giao
DH008275,KH0147,28/01/2026 18:30:00,TMĐT - Tiki,NV03,Mới
DH007528,KH0141,25/10/2024 19:18:00,TMĐT - Tiki,NV20,Mới
DH003969,KH0362,04/20/2025 13:49:00,TMĐT - Tiki,NV25,Đã giao
DH007715,KH0128,07/11/2025 09:56:00,Đại lý,NV03,Đã giao
DH005501,KH0034,30/12/2025 19:51:00,TMĐT - Tiki,NV18,Đã giao
DH001594,KH0222,13/03/2026 05:52:00,Shopee,NV23,Đã giao
DH009826,KH0071,30/12/2025 10:14:00,Bán lẻ trực tiếp,NV07,Trả hàng
DH007826,KH0447,06/07/2026 19:20:00,Showroom,NV06,Đã giao
DH005107,KH0281,27/03/2026 10:33:00,TMĐT - Tiki,NV21,Đã giao
DH004638,KH0192,16/02/2026 12:24:00,Ban le,NV30,Đã giao
DH002684,KH0246,04/05/2026 04:18:00,Showroom,NV06,Đã giao
DH001394,KH0227,09/07/2025 20:05:00,TMĐT - Tiki,NV02,Đã hủy
DH004046,KH0155,27/06/2026 13:56:00,Ban le,NV08,Đang xử lý
DH000979,KH0374,20/08/2025 09:55:00,TMĐT - Shopee,NV05,Đã giao
DH002721,KH0155,06/11/2024 06:46:00,Sàn Lazada,NV11,Đã giao
DH007752,KH0127,01/02/2026 04:21:00,Bán lẻ trực tiếp,NV12,Đã giao
DH007340,,30/12/2024 04:05:00,Đại lý,NV30,Đã hủy
DH9900035,KH0074,02/07/2025 08:56:00,Shopee,NV03,Đã giao
DH008639,KH0071,13/06/2026 14:00:00,Bán lẻ,NV27,Đã giao
DH006973,KH0220,29/08/2025 07:18:00,TMĐT - Tiki,NV26,Đã giao
DH000077,KH0187,18/10/2024 17:46:00,Sàn Shopee,NV23,Mới
DH010427,KH0325,24/06/2025 02:56:00,TMĐT - Tiki,NV03,Đã giao
DH005791,KH0135,06/11/2024 09:32:00,Showroom,NV23,Đã giao
DH001697,KH0056,01/07/2026 18:50:00,Đại lý,NV28,Đã giao
DH001285,KH0448,03/07/2026 08:23:00,TMĐT - Tiki,NV06,Đã giao
DH007455,KH0140,14/10/2025 12:43:00,Sàn Lazada,NV06,Đã giao
DH004373,KH0089,23/12/2024 15:08:00,TMĐT - Tiki,NV30,Đã giao
DH004882,KH0187,02/10/2024 11:13:00,Lazada,NV18,Đã giao
DH011768,KH0155,25/10/2025 19:24:00,Showroom,NV12,Mới
DH004034,KH0267,25/09/2025 03:34:00,Showroom,NV12,Đang xử lý
DH002180,KH0177,28/05/2025 00:27:00,Bán lẻ,NV03,Đang xử lý
DH008202,KH0064,29/09/2025 10:03:00,Showroom,NV29,Đã hủy
DH005376,KH0365,02/12/2025 18:05:00,Đại lý,NV06,Đã giao
DH010386,KH0163,21/04/2025 13:44:00,Showroom,NV20,Đã giao
DH001391,KH0035,08/01/2026 12:21:00,Shopee,NV08,Đã giao
DH007236,KH0447,26/06/2025 17:28:00,TMĐT - Tiki,NV15,Đã giao
DH001872,KH0367,30/10/2025 09:38:00,Đại lý,NV03,Đã giao
DH008126,KH0198,28/01/2026 19:03:00,Shopee,NV30,Đã hủy
DH000013,KH0075,20/05/2025 14:39:00,Sàn Lazada,NV20,Đã giao
DH007171,KH0262,01/07/2026 12:18:00,Sàn Shopee,NV10,Đã giao
DH011538,KH0262,12/09/2025 23:18:00,Bán lẻ,NV14,Đã giao
DH004901,KH0447,13/06/2026 00:02:00,Sàn Shopee,NV01,Đã giao
DH011341,KH0442,25/06/2025 00:22:00,Ban le,NV21,Đã giao
DH006319,KH0070,16/06/2025 04:31:00,Sàn Lazada,NV27,Đã giao
DH005986,KH0204,25/11/2025 14:05:00,Showroom,NV24,Đã giao
DH001251,KH0323,07/12/2024 05:38:00,TMĐT - Tiki,NV28,Đã giao
DH004324,KH0304,09/10/2024 22:50:00,Sàn Shopee,NV11,Đang xử lý
DH006076,KH0447,19/05/2026 22:59:00,Lazada,NV23,Đã hủy
DH003136,,17/10/2024 08:20:00,Showroom,NV26,Đã giao
DH006871,KH0089,26/06/2026 12:15:00,Showroom,NV06,Đã giao
DH004049,KH0218,27/02/2025 12:01:00,TMĐT - Tiki,NV17,Mới
DH000548,KH0314,15/11/2025 13:15:00,TMĐT - Shopee,NV30,Đã giao
DH009489,KH0414,13/07/2025 03:00:00,Showroom,NV25,Đang xử lý
DH011589,KH0250,10/06/2026 00:45:00,TMĐT - Tiki,NV13,Đã giao
DH002850,KH0105,23/10/2025 12:25:00,Lazada,NV28,Đã giao
DH011583,KH0368,03/05/2025 06:13:00,Sàn Shopee,NV27,Đã giao
DH004488,KH0365,27/10/2025 06:05:00,TMĐT - Tiki,NV19,Đã hủy
DH004138,KH0442,22/06/2026 02:47:00,TMĐT - Tiki,NV19,Đã giao
DH002161,KH0241,05/06/2025 04:24:00,Sàn Lazada,NV12,Đã giao
DH002985,KH0012,16/12/2025 05:52:00,TMĐT - Lazada,NV07,Đang xử lý
DH9900116,KH0391,01/06/2026 11:57:00,Ban le,NV19,Đã giao
DH005724,KH0322,03/06/2025 04:26:00,Bán lẻ,NV13,Đã giao
